ruta_id,nombre
GRPIAA3,Carretera Panamericana Norte-Sur,1661488,http://www.openstreetmap.org/relation/1661488
GRPIAA,Regular A Naranjal - Estación Central,2051510,http://www.openstreetmap.org/relation/2051510
GRPIAA,Alimentadora Sur Villa el Salvador,2071369,http://www.openstreetmap.org/relation/2071369
GRPIAA,Alimentadora Sur Alameda Sur,2071484,http://www.openstreetmap.org/relation/2071484
GRPIAA,Servicio Especial Circuito de Playas,2071549,http://www.openstreetmap.org/relation/2071549
GRPIAA,Regular B Matelini - Naranjal,2113936,http://www.openstreetmap.org/relation/2113936
GRPIAA,Alimentadora Norte Tahuantinsuyo,2217685,http://www.openstreetmap.org/relation/2217685
GRPIAA,Ferrocarril Central del Perú,3154829,http://www.openstreetmap.org/relation/3154829
GRPIAA,Alimentadora Norte Tungasuca,3658015,http://www.openstreetmap.org/relation/3658015
GRPIAA,Alimentadora Norte Trapiche,3658052,http://www.openstreetmap.org/relation/3658052
GRPIAA,Alimentadora Norte Santo Domingo,3708308,http://www.openstreetmap.org/relation/3708308
jdaniel14,Alimentadora Norte Collique,3708309,http://www.openstreetmap.org/relation/3708309
jdaniel14,Alimentadora Norte Bertello,3708310,http://www.openstreetmap.org/relation/3708310
GRPIAA,Alimentadora Norte Payet,3708311,http://www.openstreetmap.org/relation/3708311
jdaniel14,Alimentadora Norte Carabayllo,3708312,http://www.openstreetmap.org/relation/3708312
GRPIAA,Alimentadora Norte Puente Piedra,3708313,http://www.openstreetmap.org/relation/3708313
jdaniel14,Alimentadora Norte Milagro de Jesús,3708314,http://www.openstreetmap.org/relation/3708314
jdaniel14,Alimentadora Norte Belaúnde,3708315,http://www.openstreetmap.org/relation/3708315
jdaniel14,Alimentadora Norte Puno,3708316,http://www.openstreetmap.org/relation/3708316
GRPIAA,Alimentadora Norte La Ensenada,3708317,http://www.openstreetmap.org/relation/3708317
GRPIAA,Alimentadora Norte Los Alisos,3708326,http://www.openstreetmap.org/relation/3708326
GRPIAA,Alimentadora Norte Atúnez de Mayolo,3708327,http://www.openstreetmap.org/relation/3708327
GRPIAA,Alimentadora Norte Los Olivos,3708328,http://www.openstreetmap.org/relation/3708328
GRPIAA,Alimentadora Sur Los Próceres,3710186,http://www.openstreetmap.org/relation/3710186
GRPIAA,Alimentadora Gamarra,3711957,http://www.openstreetmap.org/relation/3711957
GRPIAA,Carretera Central de Lima,3778601,http://www.openstreetmap.org/relation/3778601
GRPIAA,Corredor Azul 301,3968387,http://www.openstreetmap.org/relation/3968387
GRPIAA,Corredor Azul 303,3968388,http://www.openstreetmap.org/relation/3968388
GRPIAA,Corredor Azul 302,4080205,http://www.openstreetmap.org/relation/4080205
GRPIAA3,X-CR02_I,4185910,http://www.openstreetmap.org/relation/4185910
jdaniel14,X-CR04-I,4185996,http://www.openstreetmap.org/relation/4185996
GRPIAA3,X-CR05-I,4186018,http://www.openstreetmap.org/relation/4186018
GRPIAA3,X-CR07-I,4186088,http://www.openstreetmap.org/relation/4186088
jdaniel14,X-CR09-I,4186325,http://www.openstreetmap.org/relation/4186325
GRPIAA,X-CR13-I,4193499,http://www.openstreetmap.org/relation/4193499
GRPIAA,X-CR16-I,4203897,http://www.openstreetmap.org/relation/4203897
GRPIAA,X-CR19-I,4204154,http://www.openstreetmap.org/relation/4204154
