tipo,total,usuario
1,1043,Ale
3,1017,Ale
4,203,Ale
5,16,Ale
6,30,Ale
1,4,GRPIAA3
3,2,GRPIAA3
1,331,Fio
3,179,Fio
4,15,Fio
