ruta_id,nombre
GRPIAA3,X-IM12-I,4471042,http://www.openstreetmap.org/relation/4471042
GRPIAA3,X-IM14-I,4471051,http://www.openstreetmap.org/relation/4471051
GRPIAA3,X-IM15-I,4471063,http://www.openstreetmap.org/relation/4471063
GRPIAA3,X-IM16-I,4471074,http://www.openstreetmap.org/relation/4471074
GRPIAA,X-IM18-I,4471082,http://www.openstreetmap.org/relation/4471082
GRPIAA3,X-IM19-I,4471136,http://www.openstreetmap.org/relation/4471136
GRPIAA,X-IM20-I,4475362,http://www.openstreetmap.org/relation/4475362
GRPIAA3,X-IM21-I,4475645,http://www.openstreetmap.org/relation/4475645
GRPIAA3,X-IM22-I,4476395,http://www.openstreetmap.org/relation/4476395
GRPIAA3,X-IM24-I,4476425,http://www.openstreetmap.org/relation/4476425
GRPIAA3,X-IM25-I,4476477,http://www.openstreetmap.org/relation/4476477
GRPIAA3,X-IM26-I,4476537,http://www.openstreetmap.org/relation/4476537
GRPIAA3,X-IM29-I,4476549,http://www.openstreetmap.org/relation/4476549
GRPIAA,X-IM30-I,4479367,http://www.openstreetmap.org/relation/4479367
GRPIAA,X-IM31-I,4479736,http://www.openstreetmap.org/relation/4479736
GRPIAA3,X-IM32-I,4479831,http://www.openstreetmap.org/relation/4479831
GRPIAA,X-IM33-I,4480094,http://www.openstreetmap.org/relation/4480094
GRPIAA3,X-IM34-I,4480142,http://www.openstreetmap.org/relation/4480142
GRPIAA,X-IM34B-I,4480173,http://www.openstreetmap.org/relation/4480173
GRPIAA,X-IM35-I,4480182,http://www.openstreetmap.org/relation/4480182
GRPIAA3,X-IM40-I,4480192,http://www.openstreetmap.org/relation/4480192
GRPIAA,X-IM41_I,4486701,http://www.openstreetmap.org/relation/4486701
GRPIAA3,X-IM55_I,4500153,http://www.openstreetmap.org/relation/4500153
GRPIAA,X-CR02-V,4510633,http://www.openstreetmap.org/relation/4510633
GRPIAA3,X-IM51_I,4522126,http://www.openstreetmap.org/relation/4522126
GRPIAA3,X-IM51_I,4522205,http://www.openstreetmap.org/relation/4522205
GRPIAA3,X-IM51_I,4522217,http://www.openstreetmap.org/relation/4522217
GRPIAA3,X-IM52_I,4522321,http://www.openstreetmap.org/relation/4522321
GRPIAA3,X-IM53_I,4522665,http://www.openstreetmap.org/relation/4522665
GRPIAA3,X-IM54_I,4523915,http://www.openstreetmap.org/relation/4523915
GRPIAA3,X-IM54_I,4525304,http://www.openstreetmap.org/relation/4525304
GRPIAA3,X-IM57_I,4525408,http://www.openstreetmap.org/relation/4525408
GRPIAA3,X-IO01_I,4537215,http://www.openstreetmap.org/relation/4537215
