usuario,id_ruta,tipo_error,link
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-12.0694842/-77.0144541
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-12.0683958/-77.0146019
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-12.0725868/-77.0140382
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-11.9476095/-76.9850313
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-11.9681596/-77.0044502
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-12.0630781/-77.0178268
GRPIAA3,4224398,3,www.openstreetmap.org/relation/4224398#map=19/-12.0630639/-77.0177184
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.0491527/-77.0777517
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0260594/-77.0749252
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.0928937/-77.0533038
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0930146/-77.053106
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.1138146/-76.9363868
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0716046/-76.9565745
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0493457/-77.0780627
GRPIAA3,4224413,4,www.openstreetmap.org/relation/4224413#map=19/-12.0559722/-77.080895
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.0357867/-77.0776993
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.0356845/-77.0777617
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0714405/-76.9566521
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0251514/-77.0776521
GRPIAA3,4224413,1,www.openstreetmap.org/relation/4224413#map=19/-12.0558934/-77.0810686
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.0599962/-77.0791463
GRPIAA3,4224413,4,www.openstreetmap.org/relation/4224413#map=19/-12.0589468/-77.0794063
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.070698/-77.0779828
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.0702659/-77.0778951
GRPIAA3,4224413,3,www.openstreetmap.org/relation/4224413#map=19/-12.026689/-77.0755003
GRPIAA3,4224413,4,www.openstreetmap.org/relation/4224413#map=19/-12.0775591/-76.9890453
GRPIAA3,4224413,4,www.openstreetmap.org/relation/4224413#map=19/-12.0776268/-76.9891443
jdaniel14,4224422,3,www.openstreetmap.org/relation/4224422#map=19/-12.0691419/-77.0117046
jdaniel14,4224422,1,www.openstreetmap.org/relation/4224422#map=19/-12.0144017/-76.9007676
jdaniel14,4224422,1,www.openstreetmap.org/relation/4224422#map=19/-12.0691849/-77.0119961
jdaniel14,4224422,1,www.openstreetmap.org/relation/4224422#map=19/-11.9777121/-76.9016919
jdaniel14,4224422,4,www.openstreetmap.org/relation/4224422#map=19/-12.0546179/-76.9646065
jdaniel14,4224422,3,www.openstreetmap.org/relation/4224422#map=19/-12.0181272/-76.8976253
jdaniel14,4224422,3,www.openstreetmap.org/relation/4224422#map=19/-12.0183026/-76.8976645
jdaniel14,4224422,1,www.openstreetmap.org/relation/4224422#map=19/-12.0650599/-77.0122745
jdaniel14,4224422,4,www.openstreetmap.org/relation/4224422#map=19/-12.054681/-76.9647508
jdaniel14,4224422,3,www.openstreetmap.org/relation/4224422#map=19/-12.0136669/-76.901598
jdaniel14,4224422,6,www.openstreetmap.org/relation/4224422#map=19/-12.0546468/-76.9646725
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-11.9958872/-77.0834199
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0433643/-76.9702457
jdaniel14,4224455,6,www.openstreetmap.org/relation/4224455#map=19/-12.0370465/-76.9628534
jdaniel14,4224455,10,www.openstreetmap.org/relation/4224455#map=19/-12.0370198/-76.9628081
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-12.0330015/-76.9498126
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0330706/-76.9499829
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0290273/-76.9964366
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0406766/-76.9712969
jdaniel14,4224455,6,www.openstreetmap.org/relation/4224455#map=19/-12.054681/-76.9647508
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0291681/-76.9503312
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0294093/-76.9502638
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-12.0231851/-77.0588635
jdaniel14,4224455,6,www.openstreetmap.org/relation/4224455#map=19/-12.0369793/-76.9627392
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0381435/-77.0380517
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0435181/-76.9701764
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0044002/-77.0615773
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0046144/-77.0616804
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0405472/-76.9712502
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0315926/-77.004777
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0546179/-76.9646065
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-11.9893594/-77.1055852
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-12.035729/-77.0458068
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-11.9959558/-77.0838893
jdaniel14,4224455,3,www.openstreetmap.org/relation/4224455#map=19/-12.0204246/-77.0592704
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-12.024945/-76.9244366
jdaniel14,4224455,6,www.openstreetmap.org/relation/4224455#map=19/-12.0546468/-76.9646725
jdaniel14,4224455,1,www.openstreetmap.org/relation/4224455#map=19/-12.0551266/-76.9646574
GRPIAA3,4226842,3,www.openstreetmap.org/relation/4226842#map=19/-12.0404408/-77.0183628
GRPIAA3,4226842,1,www.openstreetmap.org/relation/4226842#map=19/-11.9396202/-77.0028133
GRPIAA3,4226842,1,www.openstreetmap.org/relation/4226842#map=19/-12.0284772/-77.0115962
GRPIAA3,4226842,1,www.openstreetmap.org/relation/4226842#map=19/-12.0320376/-77.012304
GRPIAA3,4226842,3,www.openstreetmap.org/relation/4226842#map=19/-12.0403425/-77.0179568
GRPIAA3,4226842,3,www.openstreetmap.org/relation/4226842#map=19/-12.0388024/-77.0321952
GRPIAA3,4226842,3,www.openstreetmap.org/relation/4226842#map=19/-12.0331283/-77.0437233
GRPIAA3,4226842,1,www.openstreetmap.org/relation/4226842#map=19/-12.0331983/-77.0438133
GRPIAA3,4226842,1,www.openstreetmap.org/relation/4226842#map=19/-12.0388254/-77.0322123
GRPIAA3,4226842,1,www.openstreetmap.org/relation/4226842#map=19/-12.0438266/-77.0431011
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-11.962314/-77.0683656
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-11.9621903/-77.0683844
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-11.9627168/-77.0683041
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-12.0315926/-77.004777
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-12.0187743/-76.8981522
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-12.0190072/-76.8988501
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-11.9631415/-77.0682587
jdaniel14,4226864,1,www.openstreetmap.org/relation/4226864#map=19/-12.0196177/-76.8745499
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-11.9454621/-77.0709138
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-12.0290273/-76.9964366
jdaniel14,4226864,3,www.openstreetmap.org/relation/4226864#map=19/-11.945654/-77.0709016
jdaniel14,4226864,4,www.openstreetmap.org/relation/4226864#map=19/-12.0546179/-76.9646065
jdaniel14,4226864,1,www.openstreetmap.org/relation/4226864#map=19/-11.9454103/-77.0916696
jdaniel14,4226864,4,www.openstreetmap.org/relation/4226864#map=19/-12.054681/-76.9647508
jdaniel14,4226864,6,www.openstreetmap.org/relation/4226864#map=19/-12.0546468/-76.9646725
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.07267/-77.0134896
GRPIAA3,4227134,1,www.openstreetmap.org/relation/4227134#map=19/-11.9281626/-76.9895713
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0402877/-76.9974568
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0719154/-77.0113471
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-11.9477053/-76.9848879
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.016655/-77.0018167
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-11.9722191/-76.9965421
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0629487/-77.0023974
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-11.9589047/-76.9868632
GRPIAA3,4227134,1,www.openstreetmap.org/relation/4227134#map=19/-12.0734555/-77.016449
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-11.9588047/-76.9867546
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0728064/-77.0139724
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0167261/-77.0016922
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0628358/-77.0023117
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-11.9721288/-76.9964474
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0721102/-77.01159
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-12.0401247/-76.997383
GRPIAA3,4227134,3,www.openstreetmap.org/relation/4227134#map=19/-11.9476215/-76.984844
GRPIAA,4227168,4,www.openstreetmap.org/relation/4227168#map=19/-12.0536307/-76.9755857
GRPIAA,4227168,4,www.openstreetmap.org/relation/4227168#map=19/-12.0539464/-76.9754449
GRPIAA,4227168,3,www.openstreetmap.org/relation/4227168#map=19/-12.0548461/-76.975064
GRPIAA,4227168,3,www.openstreetmap.org/relation/4227168#map=19/-12.0232411/-76.8213
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0329081/-76.8189101
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-11.99997/-76.8388605
GRPIAA,4227168,3,www.openstreetmap.org/relation/4227168#map=19/-12.0000272/-76.8388039
GRPIAA,4227168,4,www.openstreetmap.org/relation/4227168#map=19/-12.0236812/-76.821083
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0370037/-77.0437593
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0357112/-77.0438579
GRPIAA,4227168,3,www.openstreetmap.org/relation/4227168#map=19/-12.0378383/-76.9315208
GRPIAA,4227168,3,www.openstreetmap.org/relation/4227168#map=19/-12.0363847/-76.9302702
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0537101/-76.9757484
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0237146/-76.8211445
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0134395/-76.8250724
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0133634/-76.8250188
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0368297/-77.0437646
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0087322/-76.8316304
GRPIAA,4227168,1,www.openstreetmap.org/relation/4227168#map=19/-12.0085683/-76.8321561
jdaniel14,4227218,3,www.openstreetmap.org/relation/4227218#map=19/-12.0181272/-76.8976253
jdaniel14,4227218,4,www.openstreetmap.org/relation/4227218#map=19/-12.0546179/-76.9646065
jdaniel14,4227218,3,www.openstreetmap.org/relation/4227218#map=19/-12.0183026/-76.8976645
jdaniel14,4227218,1,www.openstreetmap.org/relation/4227218#map=19/-12.0662412/-76.9760701
jdaniel14,4227218,4,www.openstreetmap.org/relation/4227218#map=19/-12.054681/-76.9647508
jdaniel14,4227218,1,www.openstreetmap.org/relation/4227218#map=19/-11.9752472/-76.8403108
jdaniel14,4227218,6,www.openstreetmap.org/relation/4227218#map=19/-12.0546468/-76.9646725
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.07267/-77.0134896
GRPIAA3,4227246,1,www.openstreetmap.org/relation/4227246#map=19/-11.9281626/-76.9895713
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.0719154/-77.0113471
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9477053/-76.9848879
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9722191/-76.9965421
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.0629487/-77.0023974
GRPIAA3,4227246,1,www.openstreetmap.org/relation/4227246#map=19/-12.086251/-77.046111
GRPIAA3,4227246,1,www.openstreetmap.org/relation/4227246#map=19/-12.0734601/-77.0164655
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.0734555/-77.016449
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9588047/-76.9867546
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.0728064/-77.0139724
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9383437/-76.9893971
GRPIAA3,4227246,1,www.openstreetmap.org/relation/4227246#map=19/-11.9384559/-76.9895055
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9589047/-76.9868632
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.0628358/-77.0023117
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9721288/-76.9964474
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-12.0721102/-77.01159
GRPIAA3,4227246,3,www.openstreetmap.org/relation/4227246#map=19/-11.9476215/-76.984844
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0396085/-76.9891163
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0396176/-76.9873974
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0395741/-76.9886118
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0396415/-76.9870983
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0433643/-76.9702457
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0449109/-76.9741466
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0370465/-76.9628534
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0595363/-77.0363958
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0596088/-77.0365204
GRPIAA3,4227339,1,www.openstreetmap.org/relation/4227339#map=19/-12.0369793/-76.9627392
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0449832/-76.9741122
GRPIAA3,4227339,3,www.openstreetmap.org/relation/4227339#map=19/-12.0435181/-76.9701764
GRPIAA3,4227339,1,www.openstreetmap.org/relation/4227339#map=19/-12.0285661/-76.96232
GRPIAA3,4227339,1,www.openstreetmap.org/relation/4227339#map=19/-12.077428/-77.1100427
GRPIAA3,4227378,1,www.openstreetmap.org/relation/4227378#map=19/-12.0163086/-77.0339586
GRPIAA3,4227378,3,www.openstreetmap.org/relation/4227378#map=19/-12.0404408/-77.0183628
GRPIAA3,4227378,3,www.openstreetmap.org/relation/4227378#map=19/-12.032006/-77.0120709
GRPIAA3,4227378,3,www.openstreetmap.org/relation/4227378#map=19/-12.0319833/-77.0121356
GRPIAA3,4227378,3,www.openstreetmap.org/relation/4227378#map=19/-12.0403425/-77.0179568
GRPIAA3,4227378,1,www.openstreetmap.org/relation/4227378#map=19/-12.0162142/-76.8983009
GRPIAA3,4227437,1,www.openstreetmap.org/relation/4227437#map=19/-12.0416285/-77.0207836
GRPIAA3,4227437,1,www.openstreetmap.org/relation/4227437#map=19/-12.0233609/-76.83624
jdaniel14,4227460,1,www.openstreetmap.org/relation/4227460#map=19/-11.9680773/-76.9367457
jdaniel14,4227460,4,www.openstreetmap.org/relation/4227460#map=19/-12.0546179/-76.9646065
jdaniel14,4227460,1,www.openstreetmap.org/relation/4227460#map=19/-12.0650599/-77.0122745
jdaniel14,4227460,4,www.openstreetmap.org/relation/4227460#map=19/-12.054681/-76.9647508
jdaniel14,4227460,6,www.openstreetmap.org/relation/4227460#map=19/-12.0546468/-76.9646725
GRPIAA3,4227527,4,www.openstreetmap.org/relation/4227527#map=19/-12.0761269/-77.0274732
GRPIAA3,4227527,1,www.openstreetmap.org/relation/4227527#map=19/-12.086251/-77.046111
GRPIAA3,4227527,4,www.openstreetmap.org/relation/4227527#map=19/-12.0764854/-77.0278264
GRPIAA3,4227527,3,www.openstreetmap.org/relation/4227527#map=19/-11.9722191/-76.9965421
GRPIAA3,4227527,1,www.openstreetmap.org/relation/4227527#map=19/-11.9671529/-76.9706477
GRPIAA3,4227527,3,www.openstreetmap.org/relation/4227527#map=19/-11.9721288/-76.9964474
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0307633/-77.0106684
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0457281/-76.9302984
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0148605/-76.9002911
GRPIAA3,4227549,3,www.openstreetmap.org/relation/4227549#map=19/-12.0149026/-76.9003523
GRPIAA3,4227549,3,www.openstreetmap.org/relation/4227549#map=19/-12.0321884/-76.9268258
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0441162/-76.9326252
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0288059/-76.9239989
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0282754/-76.9234777
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0320404/-76.9269023
GRPIAA3,4227549,1,www.openstreetmap.org/relation/4227549#map=19/-12.0438334/-76.9328342
GRPIAA3,4227584,3,www.openstreetmap.org/relation/4227584#map=19/-12.033494/-76.9420057
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0296783/-76.9556829
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0307633/-77.0106684
GRPIAA3,4227584,3,www.openstreetmap.org/relation/4227584#map=19/-12.0299492/-76.9574844
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.039181/-76.9328039
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0293609/-76.9552495
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0326846/-76.9362034
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0148605/-76.9002911
GRPIAA3,4227584,3,www.openstreetmap.org/relation/4227584#map=19/-12.0149026/-76.9003523
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.024644/-76.916339
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0264471/-76.9529812
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0242487/-76.9150566
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0193298/-76.9401378
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0192137/-76.9401367
GRPIAA3,4227584,4,www.openstreetmap.org/relation/4227584#map=19/-12.0334987/-76.9422356
GRPIAA3,4227584,3,www.openstreetmap.org/relation/4227584#map=19/-12.0335038/-76.9426729
GRPIAA3,4227584,1,www.openstreetmap.org/relation/4227584#map=19/-12.0299934/-76.9578481
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0905877/-77.022577
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0860197/-76.9135193
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-12.0819771/-76.9283744
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0559722/-77.080895
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0356845/-77.0777617
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.026689/-77.0755003
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-11.8895616/-77.0334596
GRPIAA3,4230140,4,www.openstreetmap.org/relation/4230140#map=19/-12.0906809/-77.0231069
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0906986/-77.0232071
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0491527/-77.0777517
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-12.0260594/-77.0749252
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0599962/-77.0791463
GRPIAA3,4230140,4,www.openstreetmap.org/relation/4230140#map=19/-12.0589468/-77.0794063
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.070698/-77.0779828
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0702659/-77.0778951
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-11.8885417/-77.0347404
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-11.8885626/-77.0347231
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-11.8889323/-77.0343668
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-12.0493457/-77.0780627
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0859347/-76.9887399
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0357867/-77.0776993
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0818673/-76.92842
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0854082/-76.8854525
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-11.9639569/-77.0716687
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-11.9628982/-77.0698244
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-11.8781514/-77.0301804
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-12.064578/-76.9405334
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-12.1018364/-76.8751427
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.1011273/-76.8782437
GRPIAA3,4230140,1,www.openstreetmap.org/relation/4230140#map=19/-12.0645119/-76.940519
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.0898251/-77.0164004
GRPIAA3,4230140,3,www.openstreetmap.org/relation/4230140#map=19/-12.090913/-76.881637
GRPIAA3,4230229,4,www.openstreetmap.org/relation/4230229#map=19/-12.0388024/-77.0321952
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.038738/-77.0323169
GRPIAA3,4230229,1,www.openstreetmap.org/relation/4230229#map=19/-12.1567522/-76.9366353
GRPIAA3,4230229,1,www.openstreetmap.org/relation/4230229#map=19/-11.9331739/-76.968982
GRPIAA3,4230229,1,www.openstreetmap.org/relation/4230229#map=19/-12.0416672/-77.0214403
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.0404408/-77.0183628
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.1290439/-77.0015482
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.0425281/-77.0238188
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.0403425/-77.0179568
GRPIAA3,4230229,4,www.openstreetmap.org/relation/4230229#map=19/-11.9848565/-77.0068074
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.0388254/-77.0322123
GRPIAA3,4230229,4,www.openstreetmap.org/relation/4230229#map=19/-11.9847149/-77.0067686
GRPIAA3,4230229,1,www.openstreetmap.org/relation/4230229#map=19/-12.0416705/-77.0214726
GRPIAA3,4230229,3,www.openstreetmap.org/relation/4230229#map=19/-12.1292238/-77.0014109
GRPIAA3,4230229,1,www.openstreetmap.org/relation/4230229#map=19/-12.0430833/-77.0242765
GRPIAA3,4230265,1,www.openstreetmap.org/relation/4230265#map=19/-11.9506816/-77.004732
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0347159/-77.0032522
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0345565/-77.0033229
GRPIAA3,4230265,1,www.openstreetmap.org/relation/4230265#map=19/-12.1135204/-77.0255033
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-11.9681596/-77.0044502
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.1118153/-77.0002979
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0840121/-77.0043326
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0841841/-77.0043071
GRPIAA3,4230265,1,www.openstreetmap.org/relation/4230265#map=19/-12.1293495/-77.0009509
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0438956/-77.0115915
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0565724/-77.0148416
GRPIAA3,4230265,4,www.openstreetmap.org/relation/4230265#map=19/-12.0566729/-77.0148699
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-11.9822086/-77.0132485
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-11.9823707/-77.0131066
GRPIAA3,4230265,1,www.openstreetmap.org/relation/4230265#map=19/-11.9681201/-77.0041309
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0718968/-77.0116174
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0721102/-77.01159
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0567499/-77.0148363
GRPIAA3,4230265,4,www.openstreetmap.org/relation/4230265#map=19/-12.1478323/-76.9861918
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0450604/-77.0123517
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.1484753/-76.9852606
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0277121/-77.0012101
GRPIAA3,4230265,3,www.openstreetmap.org/relation/4230265#map=19/-12.0278112/-77.0011693
