id_ruta,tipo_error,link
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1124477/-77.0096344
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1130845/-77.0191766
4185910,5,www.openstreetmap.org/relation/4185910#map=19/-12.1030726/-77.0582942
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1140143/-77.0370205
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.113958/-77.0347333
4185910,6,www.openstreetmap.org/relation/4185910#map=19/-12.0763024/-77.1131453
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1127676/-77.0145027
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0841056/-77.0964774
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1125373/-77.0110065
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1117401/-76.9993149
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1129494/-77.0170747
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0890111/-77.0857534
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.088347/-77.0872603
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0885026/-77.0868822
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0868638/-77.0904911
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.104162/-77.057259
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0927163/-77.0807986
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1136436/-77.0273051
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1137763/-77.0299324
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.0970435/-77.0720529
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.1102727/-76.9778517
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.1103276/-76.9786662
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1137352/-77.0287282
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1138097/-77.0313527
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.063374/-77.1274682
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0657069/-77.1214947
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0657545/-77.1212874
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1090576/-77.0527377
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0615803/-77.1325497
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1132267/-77.0212657
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.113895/-77.0334936
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1133008/-77.0223151
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0825304/-77.1000817
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1126835/-77.0133684
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1135892/-77.0263264
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1135204/-77.0255033
4185910,1,www.openstreetmap.org/relation/4185910#map=19/-12.0517156/-77.1388928
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.1113444/-76.993757
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1122725/-77.0077041
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0732753/-77.1214241
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.062749/-77.1292071
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.107873/-77.0538482
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1137777/-77.0297594
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1120167/-77.0035423
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1124894/-77.0103496
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1140302/-77.0368446
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0906851/-77.084891
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0909959/-77.0841461
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0913976/-77.0833659
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0923099/-77.0815996
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1130341/-77.0184116
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0928651/-77.0805052
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0930683/-77.0801047
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0935028/-77.0792483
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0939371/-77.0783922
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0943827/-77.0776054
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0624413/-77.1300394
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0872865/-77.0895736
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1102338/-77.0515211
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0907469/-77.0850988
4185910,6,www.openstreetmap.org/relation/4185910#map=19/-12.0762662/-77.113249
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1109899/-77.0506896
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0945843/-77.0772464
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1085105/-77.053263
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1091137/-77.0526757
4185910,6,www.openstreetmap.org/relation/4185910#map=19/-12.0756959/-77.1148078
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.112249/-77.0072688
4185910,6,www.openstreetmap.org/relation/4185910#map=19/-12.0760763/-77.1137681
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0796354/-77.1061132
4185910,6,www.openstreetmap.org/relation/4185910#map=19/-12.0735303/-77.120727
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1126125/-77.0119966
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1122408/-77.0071216
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0976987/-77.0703751
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1128972/-77.0163355
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.113243/-77.0483778
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.1131495/-77.0483363
4185910,1,www.openstreetmap.org/relation/4185910#map=19/-12.1030497/-76.9625928
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1126245/-77.0122014
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1089226/-77.0528636
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.0612035/-77.1335319
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0877062/-77.0885866
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1118153/-77.0002979
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.076391/-77.1128915
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0881678/-77.0875781
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0766539/-77.1121377
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0864574/-77.0913731
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0948855/-77.0763075
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0952452/-77.0752705
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0956229/-77.0742577
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0959891/-77.0732381
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0963417/-77.0722508
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1131214/-77.0486798
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1117166/-77.0499705
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0786628/-77.107877
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.0781907/-77.1087461
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0797854/-77.10586
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.0711215/-77.1225297
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0815269/-77.1023088
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.082083/-77.101075
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1138034/-77.031003
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0832475/-77.0984893
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0809913/-77.1034728
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0805433/-77.1044808
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0800928/-77.1053254
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0791244/-77.1070509
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0969296/-77.0724104
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1132733/-77.0484549
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1126461/-77.0125717
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0849833/-77.0945724
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1140388/-77.0380418
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1140726/-77.0389408
4185910,3,www.openstreetmap.org/relation/4185910#map=19/-12.1141262/-77.0399086
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1119441/-77.0022451
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1055316/-77.0560111
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1139955/-77.0357876
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0703236/-77.1220717
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0630655/-77.1283346
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0906593/-77.085675
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1120167/-77.0033706
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0655831/-77.1197589
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.0621086/-77.1309913
4185910,4,www.openstreetmap.org/relation/4185910#map=19/-12.1122097/-77.0060571
4185996,3,www.openstreetmap.org/relation/4185996#map=19/-12.059053/-77.127661
4185996,3,www.openstreetmap.org/relation/4185996#map=19/-12.0466122/-77.0431494
4185996,3,www.openstreetmap.org/relation/4185996#map=19/-12.0467144/-77.0430685
4185996,1,www.openstreetmap.org/relation/4185996#map=19/-12.0466949/-77.042435
4185996,3,www.openstreetmap.org/relation/4185996#map=19/-12.0590959/-77.1280533
4185996,1,www.openstreetmap.org/relation/4185996#map=19/-12.0725404/-77.1648045
4186018,1,www.openstreetmap.org/relation/4186018#map=19/-12.0645081/-77.0363137
4186018,4,www.openstreetmap.org/relation/4186018#map=19/-12.0606779/-77.0418533
4186018,3,www.openstreetmap.org/relation/4186018#map=19/-12.0606399/-77.0419165
4186018,3,www.openstreetmap.org/relation/4186018#map=19/-12.0557637/-77.0575334
4186018,3,www.openstreetmap.org/relation/4186018#map=19/-12.0557977/-77.0577726
4186018,1,www.openstreetmap.org/relation/4186018#map=19/-12.0645999/-77.0373655
4186018,3,www.openstreetmap.org/relation/4186018#map=19/-12.0607103/-77.0417995
4186018,1,www.openstreetmap.org/relation/4186018#map=19/-12.0433155/-77.1359404
4186018,1,www.openstreetmap.org/relation/4186018#map=19/-12.0647902/-77.0388549
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0526129/-77.125184
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0361463/-77.0438248
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-11.9907338/-77.1072549
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0673015/-77.1299128
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0446497/-77.1094966
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0456782/-77.1071837
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0524472/-77.1397828
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0561534/-77.1424766
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.058602/-77.1283532
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0527142/-77.125288
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0585362/-77.1214612
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0557742/-77.1218714
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0581977/-77.1216799
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0675127/-77.1309561
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0715581/-77.1050049
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0716739/-77.105543
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0763351/-77.1130517
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0725639/-77.1233575
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0452355/-77.0986182
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0762662/-77.113249
4186088,4,www.openstreetmap.org/relation/4186088#map=19/-12.0456947/-77.1085016
4186088,5,www.openstreetmap.org/relation/4186088#map=19/-12.0455486/-77.1073917
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.045397/-77.1096963
4186088,4,www.openstreetmap.org/relation/4186088#map=19/-12.0458453/-77.1096191
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0680187/-77.1329747
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0455006/-77.1071768
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0443411/-77.109413
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0609775/-77.1430658
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.031407/-77.0442039
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0620656/-77.1428997
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0452377/-77.0987478
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0448986/-77.0586811
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0448426/-77.0586837
4186088,1,www.openstreetmap.org/relation/4186088#map=19/-12.0554721/-77.1221203
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.0584708/-77.1285844
4186088,3,www.openstreetmap.org/relation/4186088#map=19/-12.072605/-77.1232458
4186325,1,www.openstreetmap.org/relation/4186325#map=19/-12.0459528/-77.0425923
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0420406/-77.1266435
4186325,1,www.openstreetmap.org/relation/4186325#map=19/-12.0455486/-77.1073917
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.045397/-77.1096963
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0458453/-77.1096191
4186325,1,www.openstreetmap.org/relation/4186325#map=19/-12.0455006/-77.1071768
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0466122/-77.0431494
4186325,4,www.openstreetmap.org/relation/4186325#map=19/-12.042049/-77.1267632
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0493223/-77.109248
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0494128/-77.1092344
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0467144/-77.0430685
4186325,4,www.openstreetmap.org/relation/4186325#map=19/-12.0446769/-77.0561824
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0418955/-77.126778
4186325,1,www.openstreetmap.org/relation/4186325#map=19/-12.0404377/-77.1257129
4186325,3,www.openstreetmap.org/relation/4186325#map=19/-12.0446497/-77.1094966
4186325,1,www.openstreetmap.org/relation/4186325#map=19/-12.0226081/-77.1380114
4193499,1,www.openstreetmap.org/relation/4193499#map=19/-11.9531173/-77.0849014
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-12.0218708/-77.1065017
4193499,1,www.openstreetmap.org/relation/4193499#map=19/-12.0602221/-76.9516212
4193499,1,www.openstreetmap.org/relation/4193499#map=19/-12.0213613/-77.1062174
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-12.0011442/-77.1167581
4193499,4,www.openstreetmap.org/relation/4193499#map=19/-12.03657/-77.0994272
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-11.9965573/-77.1261718
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-11.996677/-77.126185
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-11.9975163/-77.1256255
4193499,4,www.openstreetmap.org/relation/4193499#map=19/-12.0850362/-76.9840194
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-12.0009932/-77.11692
4193499,3,www.openstreetmap.org/relation/4193499#map=19/-11.99763/-77.1253029
4193499,4,www.openstreetmap.org/relation/4193499#map=19/-12.0215526/-77.1065689
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-11.9336734/-77.0468765
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0218708/-77.1065017
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-12.0787058/-76.9158436
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0401132/-77.0992747
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0402138/-77.0992609
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-11.9911025/-77.0643657
4203897,4,www.openstreetmap.org/relation/4203897#map=19/-12.0194365/-77.1012509
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-11.8965336/-77.0479735
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-11.9909272/-77.0643791
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-11.9083589/-77.034426
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-11.9335172/-77.04687
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-11.9084415/-77.0343699
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0215526/-77.1065689
4203897,4,www.openstreetmap.org/relation/4203897#map=19/-12.0195785/-77.1015057
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0737079/-76.9558355
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0738199/-76.9558788
4203897,3,www.openstreetmap.org/relation/4203897#map=19/-12.0773314/-76.9537501
4203897,1,www.openstreetmap.org/relation/4203897#map=19/-12.0768697/-76.9540733
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-11.996677/-77.126185
4204154,1,www.openstreetmap.org/relation/4204154#map=19/-12.0218708/-77.1065017
4204154,1,www.openstreetmap.org/relation/4204154#map=19/-11.8383349/-77.163558
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-12.0401132/-77.0992747
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-12.0402138/-77.0992609
4204154,1,www.openstreetmap.org/relation/4204154#map=19/-12.0225154/-77.1060928
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-12.0011442/-77.1167581
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-11.8789628/-77.126781
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-11.9965573/-77.1261718
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-11.9975163/-77.1256255
4204154,1,www.openstreetmap.org/relation/4204154#map=19/-12.1292238/-77.0014109
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-12.0009932/-77.11692
4204154,1,www.openstreetmap.org/relation/4204154#map=19/-11.8786832/-77.1269439
4204154,3,www.openstreetmap.org/relation/4204154#map=19/-11.99763/-77.1253029
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-12.0401132/-77.0992747
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-12.0402138/-77.0992609
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-12.1290439/-77.0015482
4204283,4,www.openstreetmap.org/relation/4204283#map=19/-12.0194365/-77.1012509
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-12.0011442/-77.1167581
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-12.0010168/-77.1166325
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-11.9975163/-77.1256255
4204283,1,www.openstreetmap.org/relation/4204283#map=19/-11.9964376/-77.1254659
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-12.1292238/-77.0014109
4204283,1,www.openstreetmap.org/relation/4204283#map=19/-12.0537513/-76.9411739
4204283,3,www.openstreetmap.org/relation/4204283#map=19/-11.99763/-77.1253029
4204283,4,www.openstreetmap.org/relation/4204283#map=19/-12.0195785/-77.1015057
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0319644/-77.074192
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0466122/-77.0431494
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0332851/-77.0539674
4204339,1,www.openstreetmap.org/relation/4204339#map=19/-11.9369094/-77.1309491
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0011442/-77.1167581
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0009932/-77.11692
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0467144/-77.0430685
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0218708/-77.1065017
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0319647/-77.0739521
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-11.99763/-77.1253029
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0215526/-77.1065689
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-12.0332075/-77.0541229
4204339,1,www.openstreetmap.org/relation/4204339#map=19/-12.0460809/-77.098519
4204339,1,www.openstreetmap.org/relation/4204339#map=19/-12.0464537/-77.0423023
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-11.9965573/-77.1261718
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-11.996677/-77.126185
4204339,3,www.openstreetmap.org/relation/4204339#map=19/-11.9975163/-77.1256255
4204339,1,www.openstreetmap.org/relation/4204339#map=19/-12.0452355/-77.0986182
4207525,1,www.openstreetmap.org/relation/4207525#map=19/-12.0542615/-77.039578
4207525,1,www.openstreetmap.org/relation/4207525#map=19/-12.0443168/-77.1399229
4207525,1,www.openstreetmap.org/relation/4207525#map=19/-12.0609354/-77.0819818
4207525,3,www.openstreetmap.org/relation/4207525#map=19/-12.0610382/-77.0824938
4207599,1,www.openstreetmap.org/relation/4207599#map=19/-12.0970841/-77.0719427
4207599,1,www.openstreetmap.org/relation/4207599#map=19/-12.0839745/-76.9731006
4207599,1,www.openstreetmap.org/relation/4207599#map=19/-12.1102474/-76.9774757
4207599,1,www.openstreetmap.org/relation/4207599#map=19/-12.1102727/-76.9778517
4207599,1,www.openstreetmap.org/relation/4207599#map=19/-12.0970713/-77.0719776
4207599,1,www.openstreetmap.org/relation/4207599#map=19/-12.0505797/-77.136449
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-11.8786832/-77.1269439
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-12.0011442/-77.1167581
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-12.0009932/-77.11692
4210264,1,www.openstreetmap.org/relation/4210264#map=19/-11.8857941/-77.0966382
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-12.0600007/-77.0420576
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-12.0602924/-77.0409936
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-12.0218708/-77.1065017
4210264,3,www.openstreetmap.org/relation/4210264#map=19/-11.8789628/-77.126781
