idnodo|longitud|latitud
37643|-76.8241632|-12.016631
37642|-76.8242712|-12.0163976
37649|-76.9473063|-12.0658951
37648|-76.9475543|-12.0654681
8053|-77.0175182|-12.0774751
8052|-77.0177167|-12.0778737
8051|-77.016105|-12.077945
8050|-77.0160967|-12.0774384
8057|-77.0121699|-12.0781622
8056|-77.0129799|-12.0777583
8055|-77.0153456|-12.0765728
8054|-77.0160377|-12.0762319
69912|-77.0156178|-12.1935593
8059|-77.0146054|-12.0769295
8058|-77.0125776|-12.0779577
69913|-77.0154386|-12.1936988
69910|-77.0178825|-12.1899319
33251|-76.702988|-11.937201
81441|-77.143016|-11.8318214
44979|-77.1504716|-11.7889465
44978|-77.1515296|-11.789992
7498|-77.0268796|-12.0824771
7499|-77.0262831|-12.0824254
7492|-77.0257553|-12.0778477
7493|-77.0254761|-12.0785338
7490|-77.0260218|-12.0771802
7491|-77.0259228|-12.0774282
7496|-76.9890453|-12.0775591
7497|-76.9891443|-12.0776268
7494|-77.0250943|-12.0795037
7495|-77.0247998|-12.0802413
20326|-77.0554969|-12.0197439
1285|-77.0701442|-12.0970544
1284|-77.0703448|-12.0976077
1287|-77.0694833|-12.0951325
1286|-77.0698267|-12.0961145
49182|-76.9502996|-12.1889121
28366|-77.0454511|-11.9226381
28367|-77.0443923|-11.9228185
1283|-77.0703751|-12.0976987
1282|-77.0705649|-12.098221
28898|-77.0624858|-11.9357741
28899|-77.057861|-11.940092
49181|-76.9506813|-12.1891282
28890|-77.06099|-11.9496944
28891|-77.0474187|-11.9471077
28892|-77.0483709|-11.9471132
28893|-77.04894|-11.9472544
28894|-77.0496283|-11.947432
28895|-77.0660781|-11.934271
28896|-77.0655565|-11.9345387
28897|-77.0620787|-11.9350706
58158|-77.0297927|-11.9444157
58159|-77.0360938|-11.9322615
49180|-76.9511059|-12.189357
58156|-77.0308876|-11.9471685
58157|-77.0299309|-11.9448563
89213|-76.8523891|-12.29782
89212|-76.8519369|-12.2973584
89211|-76.8474073|-12.3023519
89210|-76.8470243|-12.3019935
89217|-76.8466421|-12.3031857
89216|-76.8468173|-12.3030018
89215|-76.8476335|-12.3021196
89214|-76.8526183|-12.298066
89219|-76.8535927|-12.2865658
89218|-76.8464075|-12.3035507
16028|-77.0685928|-12.0772067
16029|-77.0645781|-12.0772159
5809|-77.0547204|-12.066653
5808|-77.0550176|-12.0666934
5803|-77.057464|-12.0670272
16021|-77.072211|-12.0767546
5801|-77.0585094|-12.0671758
16023|-77.0683246|-12.0760122
5807|-77.0557646|-12.0667968
16025|-77.0659001|-12.0760972
16026|-77.0680107|-12.0773827
16027|-77.067754|-12.0764727
60274|-77.0389952|-11.9662205
60275|-77.0341358|-11.9640637
17379|-77.0109901|-11.9831567
17378|-77.0110458|-11.9832764
60270|-77.0326908|-11.9633659
60271|-77.0321429|-11.9646892
60272|-77.03323|-11.9657939
60273|-77.031841|-11.9642063
17373|-77.0109854|-11.987504
17372|-77.0109669|-11.9879934
17371|-77.0109663|-11.9886339
17370|-77.0109594|-11.9891534
17377|-77.0110417|-11.9843136
17376|-77.0110253|-11.9855024
17375|-77.0110131|-11.9859864
17374|-77.0109908|-11.9870386
11799|-77.1113608|-12.0579304
11798|-77.1106851|-12.0577795
11793|-77.1099597|-12.0561097
11792|-77.1116979|-12.0564757
11791|-77.1121342|-12.0565662
11790|-77.1125951|-12.0566619
11797|-77.1096455|-12.0575718
11796|-77.1085541|-12.05734
11795|-77.1072858|-12.057066
11794|-77.1088728|-12.0558774
20849|-77.0500798|-11.9993129
20848|-77.0506715|-12.0016168
94248|-77.1208977|-11.8891184
20843|-77.0506854|-11.9992333
20842|-77.0503503|-11.9989738
20841|-77.0515976|-12.0015869
20840|-77.0510056|-11.9988765
20847|-77.0504034|-11.9993323
20846|-77.0516035|-11.9986329
20845|-77.0511469|-12.0015955
20844|-77.0507934|-11.9993228
16688|-77.0139276|-12.1431464
16689|-77.0144056|-12.1436843
16684|-77.0143776|-12.1447401
16685|-77.0139276|-12.144116
16686|-77.0131988|-12.1438875
16687|-77.0126577|-12.1406792
16680|-77.0156621|-12.1464899
16681|-77.0152485|-12.1458986
16682|-77.0147859|-12.1453116
16683|-77.0144418|-12.1448274
94240|-77.1196458|-11.8869101
94241|-77.1205438|-11.8879802
53098|-76.942265|-12.1932458
53099|-77.0096864|-12.1467295
82148|-77.1600394|-11.8376669
95438|-76.9664667|-11.8978267
95439|-76.966258|-11.8975374
53092|-76.948082|-12.184086
53093|-77.1200926|-11.9935768
53090|-77.1422735|-11.8023809
53091|-76.947678|-12.184145
10686|-76.9420355|-12.1015097
53097|-76.875785|-12.121135
53094|-76.9993421|-12.139028
53095|-76.7724466|-12.0933443
49189|-76.9469963|-12.1871637
42199|-76.9545027|-12.1571818
42198|-76.963653|-12.032091
42195|-77.0787643|-12.006241
42194|-77.0787968|-12.0046692
42197|-76.962876|-12.033946
42196|-76.99986|-12.137297
42191|-77.0788735|-12.0028378
42190|-77.0789556|-12.0023764
42193|-77.0788126|-12.0042956
42192|-77.0788433|-12.0036371
12268|-76.9412351|-12.0716354
12269|-76.9420908|-12.070108
97498|-77.0817812|-11.8306333
97499|-77.0824624|-11.8306794
12262|-76.9338349|-12.0440918
12263|-76.9339967|-12.0436085
12260|-76.9379953|-12.0526433
12261|-76.9402772|-12.0650277
12266|-76.9350636|-12.0419558
12267|-76.9407817|-12.0721296
12264|-76.9346499|-12.0423055
12265|-76.9350105|-12.0420011
49188|-76.9477975|-12.1876254
58484|-77.0165068|-11.9638417
58485|-77.0090061|-11.9658176
90141|-76.7844751|-12.4931021
90140|-76.7828872|-12.4914601
90143|-76.7954132|-12.4979822
90142|-76.7832369|-12.4991101
90145|-76.7891262|-12.4910979
58486|-77.009405|-11.9680961
90147|-76.79335|-12.5067021
90146|-76.8000355|-12.5063212
58487|-77.0091445|-11.9682561
58480|-77.0101494|-11.9658336
58481|-77.0102405|-11.9657809
93619|-77.0878727|-12.0396474
8888|-77.0258224|-12.0724339
8889|-77.0250016|-12.0723185
8884|-77.0247495|-12.0744273
8885|-77.0253166|-12.0746308
8886|-77.0259189|-12.0748469
8887|-77.0265519|-12.0725494
8880|-77.0294671|-12.073513
19225|-77.0004115|-11.9867363
8882|-77.0257043|-12.0734149
8883|-77.0248353|-12.0736509
45617|-76.9271322|-12.227442
45616|-76.9273665|-12.227056
45615|-76.9276084|-12.2266574
19224|-77.0010795|-11.9886627
45613|-76.928073|-12.2258922
45612|-76.9283174|-12.2254895
45611|-77.0752731|-11.9210284
45610|-77.0756351|-11.9218057
45619|-76.957467|-12.128955
45618|-76.9268869|-12.227846
26852|-77.0712894|-12.0355192
26853|-77.0761818|-12.0490799
26850|-77.0713133|-12.0374973
26851|-77.0712769|-12.0349447
26856|-77.0763065|-12.0477904
26857|-77.076861|-12.0476021
26854|-77.0735038|-12.0475301
26855|-77.0740167|-12.0475682
58488|-77.0087647|-11.9684776
26858|-77.0692176|-12.0350116
26859|-77.0692238|-12.0354721
44568|-77.033096|-12.007883
44569|-76.945758|-12.1792596
68652|-77.0941626|-11.9763603
68653|-77.0969959|-11.9746275
68650|-77.0945531|-11.9721991
68651|-77.0944713|-11.9766872
68656|-77.0953818|-11.9737376
68657|-77.0914637|-11.9741118
68654|-77.0937925|-11.9721489
68655|-77.0944799|-11.9728262
68658|-77.0917637|-11.9739273
68659|-77.0925498|-11.9734869
94756|-77.0265386|-11.8959302
13135|-77.0978011|-12.0682776
13134|-77.0982156|-12.0681558
13137|-77.0943039|-12.0662516
13136|-77.0977354|-12.0682893
13131|-77.0998561|-12.0679817
13130|-77.1003374|-12.067923
13133|-77.0986846|-12.0681044
13132|-77.0993753|-12.068028
95606|-76.9375851|-11.8974824
94750|-77.0248103|-11.8885505
11435|-76.9153076|-12.0826785
13139|-77.0960916|-12.0652488
13138|-77.0950525|-12.0658101
94751|-77.0226982|-11.8879523
17100|-77.1638582|-11.7756909
94752|-77.0213205|-11.8894558
17101|-77.0838893|-11.9959558
94753|-77.0199055|-11.8897071
17102|-77.0842401|-11.9955138
28461|-77.0610231|-11.9209718
28460|-77.0607688|-11.9205235
28463|-77.0593294|-11.9229693
28462|-77.0430831|-11.9203746
28465|-77.0586211|-11.9217142
28464|-77.0588495|-11.9221188
28467|-77.0494202|-11.9313556
28466|-77.0452436|-11.9214339
28469|-77.055363|-11.93161
28468|-77.0544918|-11.91923
17105|-77.0816968|-11.9792028
79742|-77.0715272|-11.8986796
79743|-77.0722496|-11.8983903
1588|-77.0225809|-12.1182677
1589|-77.022504|-12.1187984
79746|-77.0716533|-11.8738382
79747|-77.0726297|-11.8722896
79744|-77.0750064|-11.896899
79745|-77.0702887|-11.8728732
1582|-77.0233526|-12.1133714
1583|-77.0232044|-12.114397
79748|-77.0710624|-11.8987362
1581|-77.023372|-12.1132485
1586|-77.0228601|-12.1165479
1587|-77.0227338|-12.1173572
1584|-77.0230955|-12.1150889
1585|-77.0229888|-12.1157945
67554|-77.0891849|-11.9399348
17108|-77.0828006|-11.9774988
67556|-77.091476|-11.9365498
67557|-77.092336|-11.9357885
67550|-77.0934599|-11.9385904
67551|-77.0938009|-11.938317
67552|-77.0941795|-11.9380134
17109|-77.0804101|-11.9814054
67558|-77.1003392|-11.9332783
67559|-77.1009814|-11.9356665
66687|-77.0767934|-11.9417153
66686|-77.0724148|-11.9351759
66685|-77.0735593|-11.940813
66684|-77.0782964|-11.9359054
66683|-77.0789891|-11.936449
66682|-77.0765361|-11.9372322
66681|-77.0769994|-11.9363254
66680|-77.0818521|-11.9351807
66689|-77.0798816|-11.9341279
66688|-77.0802428|-11.9337407
40572|-76.8797111|-12.0920727
48633|-76.991704|-12.0782802
58876|-77.0035108|-11.9671181
23734|-77.1107582|-11.9991124
23735|-77.1112224|-11.9993461
23736|-77.110564|-11.9995016
23737|-77.109585|-11.9990231
23730|-77.1080215|-11.9998571
23731|-77.1080273|-11.9977363
23732|-77.1099471|-11.9987037
23733|-77.1103477|-11.9989055
28289|-77.0468503|-11.9270307
23739|-77.1097224|-12.0011784
59223|-77.0276352|-12.0296205
59222|-77.0284334|-12.0303802
59221|-77.0309421|-12.0172084
59220|-77.0242722|-12.0161844
59227|-77.0265909|-12.0179269
59226|-77.0340794|-12.0160678
59225|-77.0335895|-12.0170066
59224|-77.027445|-12.0278985
59229|-77.02515|-12.0154803
59228|-77.0252431|-12.0156171
92169|-77.071358|-11.9023293
92168|-77.0021922|-12.06803
92165|-77.0573469|-11.9877972
92164|-77.0478647|-11.9882917
92167|-77.0088206|-12.0712842
92166|-77.0172642|-12.0666157
92161|-76.9270518|-12.0256364
92160|-76.926538|-12.0273905
92163|-76.9274626|-12.0276862
92162|-76.9279503|-12.0258727
74079|-76.920818|-12.2452292
74078|-76.9208408|-12.2451914
74077|-76.9210229|-12.2448905
74076|-76.923125|-12.2460889
74075|-76.9227403|-12.2458696
74074|-76.9234891|-12.2462964
74073|-76.9230462|-12.24707
74072|-76.9226658|-12.2468599
74071|-76.9222896|-12.2466522
74070|-76.9223773|-12.2456627
90329|-76.9369929|-12.0896918
96091|-76.9561054|-11.9118934
96090|-76.956244|-11.9122292
96093|-76.9555808|-11.9140702
96092|-76.9549505|-11.9143485
90328|-76.9361936|-12.0896761
96095|-76.9399821|-11.9174732
96094|-76.940451|-11.9166441
55850|-76.945199|-12.2164548
55851|-76.9454379|-12.2160572
55852|-76.945924|-12.2152484
55853|-76.9468795|-12.2136583
55854|-76.9471058|-12.2132817
55855|-76.9473639|-12.2128521
55856|-77.0321123|-11.9163125
55857|-77.0316962|-11.9163166
55858|-77.1182594|-11.9165316
55859|-77.0107306|-12.202129
96096|-76.9544456|-11.9138597
96099|-76.9488465|-11.9176107
49011|-76.9426849|-12.1621623
80798|-77.0982346|-11.9537672
25772|-76.8608823|-12.2336003
25773|-76.8606683|-12.2331163
25770|-76.8669653|-12.2387486
25771|-76.8614381|-12.2346556
25776|-76.8704464|-12.2453019
25777|-77.046889|-12.0395955
25774|-76.8596165|-12.23112
25775|-76.8682209|-12.241847
25778|-77.0469819|-12.0389009
25779|-76.8862217|-12.2588444
24829|-77.0797123|-12.0369147
24828|-77.0829736|-12.0368077
24825|-77.0974591|-12.0404096
24824|-77.0985906|-12.0406395
24827|-77.0873744|-12.0408181
24826|-77.0876212|-12.0409426
24821|-77.0599032|-12.0367439
24820|-77.060284|-12.036718
24823|-77.0592932|-12.0368067
24822|-77.0595691|-12.0367773
49019|-76.8657848|-12.2359104
75308|-76.9364346|-12.0432752
75309|-76.9353733|-12.0445642
75306|-76.9388132|-12.0632705
75307|-76.9391401|-12.0537857
75304|-76.9340755|-12.0446589
75305|-76.9379548|-12.0531149
75302|-76.9369015|-12.0481943
75303|-76.9358728|-12.0469973
75300|-76.9376977|-12.0694675
75301|-76.9346143|-12.0414336
26089|-76.9341295|-12.2120408
26088|-76.9342168|-12.2120937
26085|-76.9357953|-12.2130109
26084|-76.9365822|-12.2134682
26087|-76.9349978|-12.2125475
26086|-76.9354025|-12.2127827
26081|-76.9378538|-12.2142068
26080|-76.9382404|-12.2144317
26083|-76.936639|-12.2135005
26082|-76.9374567|-12.213976
20336|-77.0534584|-12.0129232
96762|-77.0519232|-12.0749363
25196|-77.0176034|-12.0398056
25197|-77.0176855|-12.0402251
25194|-77.0146508|-12.0376603
25195|-77.0149267|-12.0378602
25192|-77.023829|-12.0391311
25193|-77.0136633|-12.0367447
25190|-77.023407|-12.0377975
25191|-77.0237574|-12.0387099
25198|-77.0374419|-12.0338227
25199|-77.0371458|-12.0333144
58909|-77.0054546|-11.9608734
58908|-77.0042314|-11.960637
96760|-76.9696537|-11.964654
58901|-77.0017184|-11.9612937
58900|-77.0024131|-11.9607874
58903|-77.004424|-11.9599912
58902|-77.0042479|-11.9597149
58905|-77.0031644|-11.9607187
58904|-77.0046023|-11.9602639
58907|-77.0038558|-11.9608549
58906|-77.0028719|-11.9609049
99025|-77.0481919|-11.8380146
99024|-77.0485184|-11.8378056
99027|-77.04743|-11.8361341
99026|-77.0484879|-11.8384789
99021|-77.0450483|-11.8337616
99020|-77.0460192|-11.835357
99023|-77.0490681|-11.8374536
99022|-77.049402|-11.8372398
99029|-77.0481757|-11.8360448
99028|-77.0476272|-11.8361105
10436|-76.9443319|-12.1099999
18501|-77.0130722|-12.0126105
18500|-77.0134862|-12.0125378
18503|-77.0127371|-12.0140141
18502|-77.0125651|-12.0126688
18505|-77.0128048|-12.0145317
18504|-77.0127466|-12.0140889
18507|-77.0019251|-12.0131059
18506|-77.0079487|-12.0126376
18509|-77.0022646|-12.0131447
18508|-77.0021582|-12.0131352
71555|-76.9357823|-12.0460193
71554|-76.9593026|-12.0442242
33708|-76.9374705|-12.2347124
33709|-76.9377212|-12.2350624
71551|-76.9485605|-12.0626396
71550|-76.9485559|-12.0625283
95599|-76.963526|-11.8920791
29428|-77.0539644|-11.9483828
76028|-76.8760469|-12.0209827
76029|-76.8893863|-12.0246965
76026|-76.8689211|-12.0238109
76027|-76.8685154|-12.024074
76024|-76.8756748|-12.0239715
76025|-76.8789278|-12.0235558
76022|-76.8735844|-12.0233431
76023|-76.8749853|-12.0235761
76020|-76.8747186|-12.0226295
76021|-76.87398|-12.0224575
39531|-76.986514|-12.0618624
39530|-76.9874267|-12.0631853
39533|-77.0040638|-12.0559674
39532|-76.985782|-12.061591
39535|-77.0783836|-11.8623052
39534|-77.003971|-12.0560725
39537|-77.0794611|-11.863294
39536|-77.0788932|-11.8627786
39539|-76.968437|-12.131879
39538|-76.968615|-12.13281
90324|-77.0646851|-11.9865132
40869|-77.0683864|-12.0577059
31702|-76.942966|-12.17239
31703|-76.943016|-12.172959
31700|-76.9429253|-12.1718126
29425|-77.054876|-11.9595863
31706|-77.112095|-12.0015166
31707|-77.111923|-12.0019194
31704|-76.9430628|-12.1733826
31705|-77.1122766|-12.0011119
31708|-77.1117108|-12.0023466
31709|-77.1110769|-12.0036515
27339|-77.0417682|-11.914088
23648|-77.1045342|-12.0073386
34068|-77.186143|-11.776557
34069|-76.8733115|-12.0844634
23649|-77.1049045|-12.0065701
34064|-76.92051|-12.166951
34065|-76.890228|-12.087287
34066|-76.889641|-12.087117
34067|-77.1870176|-11.7763059
34060|-76.9637809|-12.1706623
34061|-76.9655633|-11.9364064
34062|-76.9653068|-11.9366128
34063|-76.9204043|-12.1674748
95597|-76.9454732|-11.911005
20339|-77.0546261|-12.0117173
96769|-77.05194|-12.0765606
95596|-76.9442912|-11.90985
48434|-76.923043|-12.2321591
20338|-77.0542308|-12.0121256
12161|-77.0266225|-12.1376458
23642|-77.1060988|-12.0071536
12160|-77.0234546|-12.134893
23643|-77.1063196|-12.0067505
95282|-76.9556205|-11.8858688
249|-77.0128934|-11.8688702
12169|-77.0250534|-12.1633417
12168|-77.0252352|-12.1457065
72237|-77.1184102|-11.9948571
72236|-77.1063499|-11.9900733
72235|-77.0776705|-12.0358627
59354|-77.1012128|-12.0394072
72233|-77.043363|-12.04168
72232|-77.1329117|-11.9405237
72231|-77.1320397|-11.9405816
72230|-77.131769|-11.9405996
72239|-77.0822609|-12.0179977
72238|-77.1160452|-11.9957663
73546|-76.9405426|-12.2382191
73547|-76.9396724|-12.2386604
73544|-76.9411386|-12.2379202
73545|-76.940966|-12.2380068
73542|-76.9417972|-12.2375898
73543|-76.9413418|-12.237824
73540|-76.9428422|-12.2370657
73541|-76.9422083|-12.2373836
73548|-76.9384713|-12.2392547
73549|-76.9380443|-12.2394706
4789|-77.111096|-12.04329
4788|-77.1109699|-12.0427888
4787|-77.1108509|-12.0423276
4786|-77.110735|-12.0418553
4785|-77.1101778|-12.0435342
4784|-77.1100485|-12.0430349
4783|-77.1099558|-12.04256
4782|-77.1098238|-12.0420984
4781|-77.11225|-12.0441049
4780|-77.1113658|-12.0443355
48430|-76.9240822|-12.2303956
45024|-77.1215617|-11.8229449
45025|-77.009674|-12.152297
48431|-76.9238259|-12.2308305
97818|-77.0446795|-11.8271629
97819|-77.0448244|-11.8257865
53643|-77.0684759|-11.9296731
57941|-77.0166965|-11.9925201
48432|-76.9235794|-12.2312487
10451|-76.9407762|-12.1078747
10450|-76.9404477|-12.1086097
57944|-77.0151169|-11.9920276
57945|-77.015167|-11.9919753
86829|-77.0383037|-11.884321
86828|-77.0377638|-11.884766
10455|-76.9406944|-12.1100068
48433|-76.9233012|-12.2317209
86821|-77.0400216|-11.8901579
86820|-77.0393832|-11.8889578
86823|-77.0418415|-11.887818
86822|-77.0423661|-11.8877163
86825|-77.037362|-11.8888574
86824|-77.0374418|-11.8936028
86827|-77.0363896|-11.8859453
86826|-77.0375951|-11.8893251
29219|-77.0471617|-11.9404198
97814|-77.0459691|-11.8194379
29218|-77.0467222|-11.9369939
97815|-77.0451572|-11.8218818
10459|-76.9413462|-12.1097606
10458|-76.9417619|-12.1089106
10332|-77.1210107|-12.0546599
10333|-77.1211661|-12.0548329
10330|-76.9373679|-12.1174818
10331|-76.9371158|-12.1183629
10336|-77.1219435|-12.0531402
10337|-77.1211402|-12.0528151
10334|-77.125184|-12.0526129
10335|-77.1221695|-12.0533745
70091|-76.9731972|-12.151398
70090|-76.9785946|-12.1495436
10338|-77.1205424|-12.0527713
10339|-77.1193511|-12.0526796
70095|-76.9712088|-12.1477302
70094|-76.9748362|-12.1501903
70097|-76.9753527|-12.1465434
70096|-76.9743744|-12.1468148
21761|-77.0808906|-12.0078662
21760|-77.0792885|-12.0085202
16248|-77.0819685|-11.9874321
76293|-76.8145853|-12.0137064
21769|-77.0782224|-12.0123171
21768|-77.0781877|-12.0124754
16244|-77.0823024|-11.986905
16245|-77.0823955|-11.9873279
16246|-77.0825819|-11.988164
854|-77.0230273|-12.1230807
855|-77.0234891|-12.1235371
856|-77.023877|-12.123636
857|-77.0243007|-12.1237406
850|-77.0303403|-12.1224386
851|-77.0301198|-12.1219936
852|-77.0220316|-12.1216374
853|-77.0224865|-12.1222919
16240|-77.0854732|-11.987401
78838|-76.8212949|-12.1141096
858|-77.0341836|-12.1269861
859|-77.0336359|-12.1272094
16241|-77.0803891|-11.9859962
55476|-76.9439609|-12.0716195
16242|-77.080945|-11.9857007
45369|-77.1082315|-11.971387
32452|-76.9644483|-12.0290568
45367|-77.1009801|-11.8324445
45366|-77.099724|-11.8330721
45365|-77.0988177|-11.8334935
45364|-77.0970287|-11.8343725
45363|-76.9899748|-12.1895187
45362|-76.989581|-12.1907725
45361|-76.9941813|-12.0705342
45360|-76.9942091|-12.0709564
80870|-77.1197012|-11.9724637
80871|-77.1196133|-11.9729399
80872|-77.1114659|-11.9749281
55475|-76.9451299|-12.06921
80874|-77.1179526|-11.9739773
80875|-77.1186219|-11.9742188
44018|-77.102478|-12.059254
80877|-77.1189545|-11.9747323
80878|-77.1135807|-11.9750714
55472|-76.714932|-11.934736
44014|-76.9548445|-12.0299341
44015|-76.937873|-12.186309
44012|-76.9443955|-12.1355471
44013|-76.9547765|-12.030463
44010|-76.9915808|-12.1618669
44011|-76.9905862|-12.1602607
55470|-77.001841|-12.13621
55471|-76.7154156|-11.9351207
41194|-76.9570399|-12.1715874
41195|-76.95684|-12.171201
41196|-77.013291|-12.057637
41197|-77.0131488|-12.0574674
41190|-76.687029|-11.933424
41191|-76.9198072|-12.1707606
41192|-76.9692563|-12.1599821
41193|-76.9692137|-12.1599031
97327|-77.0707923|-11.8289713
41198|-77.012811|-12.057035
41199|-77.0125086|-12.0566624
14369|-77.064791|-12.032057
14368|-77.0634989|-12.0322055
14361|-77.0777617|-12.0356845
14360|-77.0776993|-12.0357867
14363|-77.0591406|-12.0327934
14362|-77.0781661|-12.0351308
14365|-77.0602868|-12.0326373
14364|-77.0601384|-12.0326573
14367|-77.0625267|-12.0323508
14366|-77.0615323|-12.0324805
45943|-76.9438714|-12.1586169
45942|-76.94436|-12.158939
45941|-76.9448094|-12.1591207
45940|-76.9464381|-12.1601801
45947|-76.6940389|-11.9406975
45946|-76.8874273|-12.0172098
45945|-76.886764|-12.01783
45944|-77.1353217|-11.8143108
45949|-76.8378609|-12.0143329
45948|-76.8379218|-12.0136262
27964|-77.0447346|-11.9284506
83996|-77.1417263|-11.8811235
83997|-77.1483805|-11.8567984
83994|-77.1417154|-11.8792751
83995|-77.1417263|-11.8801993
83992|-77.1417356|-11.8781828
83993|-77.1417267|-11.878552
83990|-77.1417989|-11.8756882
83991|-77.1417227|-11.8776873
83998|-77.1486093|-11.856566
83999|-77.1489512|-11.8562186
66919|-77.0930854|-11.953923
66918|-77.0945642|-11.9550664
66917|-77.0860844|-11.9521842
66916|-77.0863077|-11.9504633
66915|-77.0878508|-11.9506486
66914|-77.0881785|-11.9490333
66913|-77.0936054|-11.9524292
66912|-77.0940269|-11.9527596
66911|-77.094755|-11.9533427
66910|-77.0907847|-11.949159
50530|-77.0895965|-11.9213392
16705|-77.0177138|-12.1486384
50531|-76.952377|-12.175699
92369|-76.9919074|-12.2197827
92368|-76.9915752|-12.2196576
40247|-76.9394489|-12.0590257
40246|-76.9394563|-12.1042024
40245|-77.0027897|-12.1382208
40244|-77.0027946|-12.1377444
40243|-76.9757169|-12.0692018
40242|-76.9764822|-12.0673436
40241|-76.9768197|-12.0665239
40240|-76.9768717|-12.0663977
16704|-77.0184384|-12.1485101
92365|-76.9769129|-12.2211968
40249|-76.7012962|-11.9393399
40248|-76.7011078|-11.939634
47736|-76.9394646|-12.211489
47737|-76.9392251|-12.2118848
47734|-76.8956106|-12.2513348
47735|-76.9399518|-12.2106878
28919|-77.0511556|-11.9507295
28918|-77.050842|-11.9495023
47730|-76.9773843|-12.0822602
47731|-77.1372328|-12.020241
28915|-77.0508871|-11.9474855
28914|-77.0511131|-11.9466594
28917|-77.0508609|-11.9485171
28916|-77.0508707|-11.9480045
28911|-77.0517886|-11.9449769
28910|-77.0610943|-11.9409643
28913|-77.0513128|-11.9463096
28912|-77.0515388|-11.9459091
48812|-77.045471|-11.989582
48813|-77.0508606|-12.0052433
48810|-76.9741814|-12.0080623
48811|-77.0457858|-11.9896913
48816|-77.115544|-12.0036918
48817|-77.1152912|-12.0035603
48814|-77.011375|-12.13635
48815|-77.11706|-12.0044138
48818|-77.002746|-12.059371
48819|-77.002654|-12.05934
50822|-76.9006186|-12.2493208
50823|-76.8992659|-12.2488154
50820|-76.961485|-12.1695481
50821|-76.960411|-12.1697723
50826|-76.7161691|-11.9472264
7758|-76.9457925|-12.0725911
50824|-76.8988073|-12.2485867
50825|-76.898144|-12.2481652
7755|-76.9413428|-12.0723905
7754|-76.9410542|-12.0728288
7757|-76.9440141|-12.0726298
7756|-76.942837|-12.0726669
7751|-76.942889|-12.0727901
7750|-76.9449939|-12.0727235
7753|-76.9415357|-12.0728243
7752|-76.942017|-12.0728121
9532|-77.010051|-12.0958396
66448|-77.0802373|-11.9514659
19209|-77.0003687|-11.9909511
19208|-77.0005818|-11.9913745
19201|-77.0015237|-11.9884794
19200|-76.9984863|-11.9884964
19203|-77.0019648|-11.9883067
19202|-77.0008918|-11.9867995
19205|-76.9993976|-11.9898391
19204|-77.0013617|-11.9867191
19207|-77.0007953|-11.9892738
19206|-76.9999429|-11.9896282
74850|-76.9398191|-12.2274728
82803|-77.0945659|-12.0300847
82802|-77.0191607|-12.1575321
82801|-76.9655653|-12.2179239
82800|-77.007861|-12.152964
82807|-77.019295|-12.1740584
82806|-77.0185422|-12.173378
82805|-77.0235334|-12.1695903
82804|-77.0944334|-12.0300774
82809|-77.022698|-12.1760251
82808|-77.0214639|-12.1748904
27966|-77.0438397|-11.9289689
43127|-76.762582|-11.969288
43126|-76.763533|-11.969428
43125|-77.0019967|-12.1947017
43124|-77.0026759|-12.1953943
43123|-77.0033261|-12.1960133
43122|-76.9234991|-12.2447729
43121|-76.9240218|-12.2439334
52973|-76.9428075|-12.1978398
43129|-76.9554956|-12.1557957
43128|-76.9542389|-12.1567951
96640|-76.9928993|-12.1482169
96641|-77.1038735|-12.0793731
96642|-77.0373655|-12.0645999
96643|-76.9813997|-11.9624381
11458|-76.9923191|-12.1337602
11459|-76.9927136|-12.1346852
96646|-77.0370551|-12.1179329
96647|-76.9611703|-12.1926753
11454|-76.990894|-12.1304056
11455|-76.9916772|-12.1322323
11456|-76.9920951|-12.1332424
11457|-76.9922677|-12.1336432
11450|-76.9912026|-12.1281785
11451|-76.9886624|-12.1286601
11452|-76.9885324|-12.1279592
11453|-76.990601|-12.1299913
97513|-77.0812078|-11.826867
97512|-77.084653|-11.8316378
97511|-77.0569085|-11.8269022
91310|-77.0093716|-11.9631481
97517|-77.0811866|-11.8248093
97516|-77.0800511|-11.8247412
97515|-77.0712674|-11.8334723
97514|-77.0700735|-11.8332024
97519|-77.070917|-11.8271603
97518|-77.064617|-11.8278535
64186|-77.1051838|-11.9967379
64187|-77.1049617|-11.9960111
64184|-77.0963039|-11.9985806
64185|-77.1053177|-11.9971772
64182|-77.0958484|-11.9856741
64183|-77.0959151|-11.9977587
64180|-77.0903199|-12.0099564
64181|-77.0945889|-11.9860085
64188|-77.0943536|-11.9876562
64189|-77.0921943|-11.9981304
26468|-76.9754425|-12.0696768
24276|-77.0219172|-12.1909983
19602|-76.9779194|-11.9815522
42656|-77.1426659|-11.8006076
60847|-76.9858766|-11.9594023
42654|-77.1419765|-11.8012021
42655|-77.1422123|-11.8009988
42652|-76.9818503|-12.1590685
42653|-76.9991271|-12.1919522
42650|-76.9811401|-12.1614628
49386|-76.9619063|-12.1507811
49389|-76.9580552|-12.1530238
49388|-76.9584106|-12.1531568
80403|-77.1283658|-11.8200164
80402|-77.129333|-11.8196919
80405|-77.1287939|-11.8236366
60845|-76.9841088|-11.9568442
42658|-77.0247776|-12.1727695
80406|-77.1289247|-11.819162
48030|-77.0003711|-11.9607658
48031|-77.0005851|-11.960996
