ID|NAME|TIPO|geom|idzona
5474|Elmer Faucett|1|SRID=4326;LINESTRING (-77.097816 -12.054532,-77.097882 -12.053847)|0
5475|Acceso a Oscar Benavides|5|SRID=4326;LINESTRING (-77.097816 -12.054532,-77.096431 -12.05335)|0
5477|Acceso a Elmer Faucett|5|SRID=4326;LINESTRING (-77.099359 -12.053856,-77.097925 -12.054563)|0
5478|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.099359 -12.053856,-77.098344 -12.053634)|0
4694|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.099617 -12.053803,-77.099359 -12.053856)|0
4591|Elmer Faucett|1|SRID=4326;LINESTRING (-77.09775 -12.055891,-77.097736 -12.055256,-77.097816 -12.054532)|0
5471|Elmer Faucett|1|SRID=4326;LINESTRING (-77.097925 -12.054563,-77.097867 -12.05526,-77.09775 -12.055891)|0
5476|Elmer Faucett|5|SRID=4326;LINESTRING (-77.097882 -12.053847,-77.097898 -12.053649)|0
5481|Acceso a Oscar R. Benavides|5|SRID=4326;LINESTRING (-77.098163 -12.052126,-77.098205 -12.052748,-77.098311 -12.052961,-77.098441 -12.053105,-77.098712 -12.053244,-77.098901 -12.053319,-77.098962 -12.053415,-77.099012 -12.05353)|0
5482|Elmer Faucett|1|SRID=4326;LINESTRING (-77.098163 -12.052126,-77.09803 -12.053459)|0
5484|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.097621 -12.053537,-77.096431 -12.05335)|0
5486|Manuel Vidaurre|5|SRID=4326;LINESTRING (-77.097993 -12.052678,-77.097881 -12.052523,-77.097745 -12.05243,-77.097545 -12.052384,-77.09735 -12.052396,-77.097197 -12.052534,-77.097052 -12.053352)|0
5488|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.096312 -12.053273,-77.096415 -12.053249,-77.097052 -12.053352)|0
5479|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.098344 -12.053634,-77.098093 -12.053602)|0
5487|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.097052 -12.053352,-77.097825 -12.053469)|0
5473|Acceso a Oscar R. Benavides|5|SRID=4326;LINESTRING (-77.097988 -12.053902,-77.098015 -12.054115,-77.098075 -12.054233,-77.09818 -12.054302,-77.098322 -12.054288,-77.098459 -12.054241,-77.098578 -12.054175,-77.098648 -12.054064,-77.098664 -12.053956,-77.098625 -12.053851,-77.098592 -12.053783,-77.09849 -12.053695,-77.098344 -12.053634)|0
5483|Acceso a Elmer Faucett|5|SRID=4326;LINESTRING (-77.097621 -12.053537,-77.097429 -12.053543,-77.097308 -12.053592,-77.097223 -12.053661,-77.097223 -12.053765,-77.097246 -12.053883,-77.097294 -12.053993,-77.097391 -12.054082,-77.097526 -12.054175,-77.097644 -12.054175,-77.097748 -12.05414,-77.097815 -12.054062,-77.097882 -12.053847)|0
5466|Elmer Faucett|1|SRID=4326;LINESTRING (-77.098197 -12.051264,-77.098236 -12.051421,-77.098163 -12.052126)|0
5485|Elmer Faucett|1|SRID=4326;LINESTRING (-77.097993 -12.052678,-77.098118 -12.051429,-77.098197 -12.051264)|0
5463|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.096012 -12.05322,-77.096312 -12.053273)|0
5480|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.096431 -12.05335,-77.096312 -12.053273)|0
5295|Elmer Faucett|1|SRID=4326;LINESTRING (-77.098281 -12.048492,-77.098535 -12.046182)|0
5464|Conde De Lemos|5|SRID=4326;LINESTRING (-77.096604 -12.049701,-77.098252 -12.049854)|0
5297|Elmer Faucett|1|SRID=4326;LINESTRING (-77.098281 -12.048492,-77.098252 -12.049854)|0
5452|Jose Santos Chocano|5|SRID=4326;LINESTRING (-77.096925 -12.042769,-77.097386 -12.042861)|0
5460|28 de Julio|5|SRID=4326;LINESTRING (-77.096761 -12.045349,-77.097819 -12.045864)|0
5492|Amapolas|5|SRID=4326;LINESTRING (-77.097386 -12.042861,-77.097156 -12.043919,-77.097086 -12.04473)|0
5304|Elmer Faucett|1|SRID=4326;LINESTRING (-77.098629 -12.045213,-77.098535 -12.046182)|0
14847|Jorge Chavez|5|SRID=4326;LINESTRING (-77.091688 -12.042853,-77.092452 -12.041618,-77.092592 -12.041151)|0
14846|Jorge Chavez|5|SRID=4326;LINESTRING (-77.091023 -12.047795,-77.091688 -12.042853)|0
5491|Las Magnolias|5|SRID=4326;LINESTRING (-77.097819 -12.045864,-77.098172 -12.04521,-77.098233 -12.04502)|0
5493|28 de Julio|5|SRID=4326;LINESTRING (-77.098089 -12.045995,-77.097819 -12.045864)|0
5494|Las Flores|5|SRID=4326;LINESTRING (-77.098089 -12.045995,-77.098508 -12.045192)|0
5310|28 de Julio|5|SRID=4326;LINESTRING (-77.098535 -12.046182,-77.098089 -12.045995)|0
5496|Ica|5|SRID=4326;LINESTRING (-77.098508 -12.045192,-77.098326 -12.045134,-77.098233 -12.04502)|0
5495|Ica|5|SRID=4326;LINESTRING (-77.098508 -12.045192,-77.098629 -12.045213)|0
5423|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.088378 -12.051846,-77.09051 -12.052237)|0
10191|S/N|5|SRID=4326;LINESTRING (-76.971105 -12.062994,-76.971339 -12.061922)|0
5469|Omicron|5|SRID=4326;LINESTRING (-77.088868 -12.049191,-77.087501 -12.049048)|0
5468|Omicron|5|SRID=4326;LINESTRING (-77.090781 -12.049341,-77.088868 -12.049191)|0
351|Huancayo|5|SRID=4326;LINESTRING (-77.089667 -12.030468,-77.091704 -12.035242)|0
353|Huaraz|5|SRID=4326;LINESTRING (-77.091399 -12.030284,-77.093364 -12.034889)|0
1656|Quilca|2|SRID=4326;LINESTRING (-77.094448 -12.029918,-77.096441 -12.034072)|0
5433|Jose Lopez Pazos|5|SRID=4326;LINESTRING (-77.088087 -12.038622,-77.097412 -12.040422)|0
5450|Manco Capac|5|SRID=4326;LINESTRING (-77.097166 -12.041624,-77.094056 -12.041043)|0
5498|1 De Mayo|5|SRID=4326;LINESTRING (-77.094191 -12.04039,-77.097271 -12.041049)|0
278|Elmer Faucett|1|SRID=4326;LINESTRING (-77.099418 -12.036166,-77.099105 -12.040084)|0
280|Quilca|2|SRID=4326;LINESTRING (-77.099418 -12.036166,-77.098232 -12.036018,-77.097881 -12.035965,-77.09753 -12.035781,-77.097179 -12.035464,-77.097017 -12.03527,-77.0969 -12.034997,-77.096441 -12.034072)|0
356|Acceso a Vicente Morales Duarez|2|SRID=4326;LINESTRING (-77.099044 -12.040804,-77.098556 -12.040002,-77.098375 -12.039897,-77.098172 -12.039808,-77.097563 -12.03969)|0
2043|Daniel Alcides Carrion|5|SRID=4326;LINESTRING (-77.099457 -12.03585,-77.098789 -12.035449,-77.098701 -12.035486,-77.098507 -12.035503,-77.098242 -12.03546,-77.09808 -12.035426,-77.097979 -12.035383,-77.097881 -12.035337,-77.097744 -12.035259,-77.097626 -12.035182,-77.097487 -12.035039,-77.097448 -12.034992,-77.097424 -12.034953,-77.097286 -12.034474,-77.096538 -12.03411,-77.096441 -12.034072)|0
2125|Vicente Morales Duarez|2|SRID=4326;LINESTRING (-77.097576 -12.03962,-77.098178 -12.039731,-77.098599 -12.039889,-77.099105 -12.040084)|0
5442|Elmer Faucett|1|SRID=4326;LINESTRING (-77.098897 -12.041421,-77.098923 -12.041019,-77.099044 -12.040804)|0
354|Vicente Morales Duarez|2|SRID=4326;LINESTRING (-77.099105 -12.040084,-77.100225 -12.040645)|0
355|Elmer Faucett|1|SRID=4326;LINESTRING (-77.099105 -12.040084,-77.099044 -12.040804)|0
254|Vicente Morales Duarez|2|SRID=4326;LINESTRING (-77.100225 -12.040645,-77.099044 -12.040804)|0
256|Acceso a Elmer Faucett|2|SRID=4326;LINESTRING (-77.100225 -12.040645,-77.100085 -12.040717,-77.100008 -12.040747,-77.099938 -12.040776,-77.099839 -12.040809,-77.099753 -12.040838,-77.09966 -12.040872,-77.099587 -12.040916,-77.099528 -12.040962,-77.099482 -12.041013,-77.099455 -12.041072,-77.099424 -12.041112,-77.099393 -12.041153,-77.099357 -12.0412,-77.09931 -12.041253,-77.099282 -12.041296,-77.099246 -12.041351,-77.099187 -12.041442,-77.099146 -12.041558,-77.099123 -12.041623,-77.099101 -12.041698,-77.099072 -12.041766,-77.099028 -12.041845)|0
357|Elmer Faucett|1|SRID=4326;LINESTRING (-77.099044 -12.040804,-77.099105 -12.041035,-77.099028 -12.041845)|0
279|Elmer Faucett|1|SRID=4326;LINESTRING (-77.099418 -12.036166,-77.099457 -12.03585)|0
360|Miguel Grau|5|SRID=4326;LINESTRING (-77.097563 -12.03969,-77.097412 -12.040422)|0
5451|Manco Capac|5|SRID=4326;LINESTRING (-77.097166 -12.041624,-77.098454 -12.041883)|0
5500|Miguel Grau|5|SRID=4326;LINESTRING (-77.097271 -12.041049,-77.097166 -12.041624)|0
5501|1 De Mayo|5|SRID=4326;LINESTRING (-77.097271 -12.041049,-77.098495 -12.041311)|0
5443|1 De Mayo|5|SRID=4326;LINESTRING (-77.098897 -12.041421,-77.098495 -12.041311)|0
5503|Las Magnolias|5|SRID=4326;LINESTRING (-77.098495 -12.041311,-77.098454 -12.041883)|0
5497|Miguel Grau|5|SRID=4326;LINESTRING (-77.097412 -12.040422,-77.097271 -12.041049)|0
344|Vicente Morales Duarez|2|SRID=4326;LINESTRING (-77.097172 -12.03961,-77.097576 -12.03962)|0
358|Vicente Morales Duarez|2|SRID=4326;LINESTRING (-77.097563 -12.03969,-77.097172 -12.03961)|0
359|Miguel Grau|5|SRID=4326;LINESTRING (-77.097563 -12.03969,-77.097576 -12.03962)|0
5437|1 De Mayo|5|SRID=4326;LINESTRING (-77.087924 -12.039117,-77.092985 -12.040107)|0
5507|Manco Capac|5|SRID=4326;LINESTRING (-77.092784 -12.040625,-77.087771 -12.039688)|0
5441|Julio C. Tello|5|SRID=4326;LINESTRING (-77.092592 -12.041151,-77.09397 -12.04139)|0
5504|1 De Mayo|5|SRID=4326;LINESTRING (-77.092985 -12.040107,-77.094191 -12.04039)|0
5506|Jorge Chavez|5|SRID=4326;LINESTRING (-77.092784 -12.040625,-77.092985 -12.040107)|0
5509|Manco Capac|5|SRID=4326;LINESTRING (-77.094084 -12.040879,-77.092784 -12.040625)|0
5502|Mariano Melgar|5|SRID=4326;LINESTRING (-77.094056 -12.041043,-77.09397 -12.04139)|0
5499|Mariano Melgar|5|SRID=4326;LINESTRING (-77.094191 -12.04039,-77.094084 -12.040879)|0
5439|Jorge Chavez|5|SRID=4326;LINESTRING (-77.092592 -12.041151,-77.092784 -12.040625)|0
1856|Puno|5|SRID=4326;LINESTRING (-77.093364 -12.034889,-77.091704 -12.035242)|0
5457|Daniel Alcides Carrion|5|SRID=4326;LINESTRING (-77.087444 -12.040788,-77.087771 -12.039688)|0
5438|Daniel Alcides Carrion|5|SRID=4326;LINESTRING (-77.087924 -12.039117,-77.087771 -12.039688)|0
5432|Daniel Alcides Carrion|5|SRID=4326;LINESTRING (-77.088087 -12.038622,-77.087924 -12.039117)|0
228|12 De Octubre|5|SRID=4326;LINESTRING (-77.087447 -12.02868,-77.08826 -12.030652)|0
234|Salaverry|5|SRID=4326;LINESTRING (-77.093204 -12.028171,-77.093975 -12.029975)|0
238|Lima|5|SRID=4326;LINESTRING (-77.09164 -12.028318,-77.090599 -12.028416)|0
239|Trujillo|5|SRID=4326;LINESTRING (-77.09164 -12.028318,-77.092428 -12.030197)|0
241|Chiclayo|5|SRID=4326;LINESTRING (-77.09246 -12.028237,-77.093234 -12.030081)|0
243|Huaraz|5|SRID=4326;LINESTRING (-77.090599 -12.028416,-77.091399 -12.030284)|0
294|Huancayo|5|SRID=4326;LINESTRING (-77.088852 -12.028563,-77.089667 -12.030468)|0
350|Peru|2|SRID=4326;LINESTRING (-77.089667 -12.030468,-77.091399 -12.030284)|0
362|Peru|2|SRID=4326;LINESTRING (-77.093975 -12.029975,-77.094448 -12.029918)|0
363|Peru|2|SRID=4326;LINESTRING (-77.093234 -12.030081,-77.092428 -12.030197)|0
361|Peru|2|SRID=4326;LINESTRING (-77.093975 -12.029975,-77.093234 -12.030081)|0
352|Peru|2|SRID=4326;LINESTRING (-77.091399 -12.030284,-77.092428 -12.030197)|0
233|Lima|5|SRID=4326;LINESTRING (-77.093204 -12.028171,-77.09246 -12.028237)|0
242|Chiclayo|5|SRID=4326;LINESTRING (-77.09246 -12.028237,-77.091933 -12.026989)|0
237|Lima|5|SRID=4326;LINESTRING (-77.09164 -12.028318,-77.09246 -12.028237)|0
346|Peru|2|SRID=4326;LINESTRING (-77.08826 -12.030652,-77.089667 -12.030468)|0
227|Lima|5|SRID=4326;LINESTRING (-77.087447 -12.02868,-77.088852 -12.028563)|0
4413|Victor Sarria Arzubiaga|5|SRID=4326;LINESTRING (-77.071308 -12.04933,-77.070951 -12.052964)|0
10144||5|SRID=4326;LINESTRING (-77.077718 -12.054419,-77.077275 -12.053316,-77.076846 -12.052134,-77.076731 -12.051835)|0
4465|Universitaria|1|SRID=4326;LINESTRING (-77.080886 -12.055969,-77.078132 -12.051422)|0
14323|Acceso a Universitaria|5|SRID=4326;LINESTRING (-77.078852 -12.050571,-77.078484 -12.050578,-77.078289 -12.050636,-77.078096 -12.050828)|0
14315|Oscar R. Benavides (Aux.)|5|SRID=4326;LINESTRING (-77.076567 -12.049931,-77.076759 -12.050194,-77.077571 -12.050344)|0
14326|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.082927 -12.050907,-77.08037 -12.05049)|0
5422|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.085264 -12.051288,-77.082927 -12.050907)|0
5512|Carlos German Amezaga|2|SRID=4326;LINESTRING (-77.085128 -12.052225,-77.0849 -12.053588,-77.080886 -12.055969)|0
10180|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.772997 -11.976512,-76.766399 -11.974489,-76.761975 -11.973923)|0
5421|Carlos German Amezaga|2|SRID=4326;LINESTRING (-77.085264 -12.051288,-77.085128 -12.052225)|0
4415|Oscar R. Benavides|1|SRID=4326;LINESTRING (-77.071308 -12.04933,-77.073873 -12.049623)|0
4420|Universitaria|1|SRID=4326;LINESTRING (-77.076652 -12.046552,-77.076844 -12.044508)|0
4422|Universitaria|1|SRID=4326;LINESTRING (-77.076652 -12.046552,-77.076804 -12.046983,-77.076906 -12.047381,-77.077072 -12.047854,-77.077759 -12.049087)|0
5458|Maquinarias|5|SRID=4326;LINESTRING (-77.076844 -12.044508,-77.074615 -12.04429)|0
5|Vicente Morales Duarez|1|SRID=4326;LINESTRING (-77.077646 -12.03586,-77.078805 -12.036)|0
248|Lima|5|SRID=4326;LINESTRING (-77.078797 -12.029449,-77.078214 -12.029585)|0
364|Peru|2|SRID=4326;LINESTRING (-77.079663 -12.031627,-77.07795 -12.031816,-77.077398 -12.031851,-77.07682 -12.031873,-77.075032 -12.031865)|0
365|Peru|2|SRID=4326;LINESTRING (-77.079663 -12.031627,-77.078916 -12.031753,-77.078173 -12.031855,-77.077588 -12.031925)|0
370|Universitaria|1|SRID=4326;LINESTRING (-77.077588 -12.031925,-77.078049 -12.033074)|0
1858|Pacasmayo|2|SRID=4326;LINESTRING (-77.078736 -12.029196,-77.077462 -12.02934)|0
5514|Perez De Tudela|5|SRID=4326;LINESTRING (-77.077502 -12.037188,-77.078618 -12.037406)|0
5517|Joaquin Capello|5|SRID=4326;LINESTRING (-77.078674 -12.036804,-77.077559 -12.036542)|0
342|Vicente Morales Duarez|1|SRID=4326;LINESTRING (-77.082886 -12.03688,-77.078805 -12.036)|0
5430|Tupac Amaru|5|SRID=4326;LINESTRING (-77.082805 -12.0376,-77.082717 -12.038202)|0
5431|Joaquin Capello|5|SRID=4326;LINESTRING (-77.082805 -12.0376,-77.078674 -12.036804)|0
5436|Perez De Tudela|5|SRID=4326;LINESTRING (-77.082717 -12.038202,-77.078618 -12.037406)|0
5455|28 de Julio|5|SRID=4326;LINESTRING (-77.086003 -12.040101,-77.084789 -12.039654,-77.083889 -12.039451,-77.083128 -12.039221,-77.080298 -12.038968,-77.077362 -12.038622)|0
343|Tupac Amaru|5|SRID=4326;LINESTRING (-77.082886 -12.03688,-77.082805 -12.0376)|0
2004|Miguel Goyeneche Y Gamio|5|SRID=4326;LINESTRING (-77.078805 -12.036,-77.078674 -12.036804)|0
5516|Miguel Goyeneche Y Gamio|5|SRID=4326;LINESTRING (-77.078618 -12.037406,-77.078674 -12.036804)|0
348|27 De Noviembre|5|SRID=4326;LINESTRING (-77.084063 -12.031124,-77.083206 -12.029018)|0
373|Camana|5|SRID=4326;LINESTRING (-77.081047 -12.031506,-77.080183 -12.02926)|0
374|Peru|2|SRID=4326;LINESTRING (-77.081047 -12.031506,-77.082796 -12.031273)|0
349|Peru|2|SRID=4326;LINESTRING (-77.084063 -12.031124,-77.082796 -12.031273)|0
366|Peru|2|SRID=4326;LINESTRING (-77.079663 -12.031627,-77.081047 -12.031506)|0
249|Lima|5|SRID=4326;LINESTRING (-77.078797 -12.029449,-77.080183 -12.02926)|0
250|Paz Soldan|5|SRID=4326;LINESTRING (-77.078797 -12.029449,-77.078736 -12.029196)|0
4501|Universitaria|1|SRID=4326;LINESTRING (-77.077468 -12.037488,-77.077362 -12.038622)|0
5519|28 de Julio|5|SRID=4326;LINESTRING (-77.077362 -12.038622,-77.072844 -12.038103,-77.070354 -12.037863,-77.069488 -12.037878,-77.068871 -12.037926,-77.068122 -12.038022,-77.065954 -12.038347)|0
4461|Materiales|5|SRID=4326;LINESTRING (-77.074775 -12.041766,-77.077083 -12.041885)|0
5446|Universitaria|1|SRID=4326;LINESTRING (-77.077083 -12.041885,-77.077362 -12.038622)|0
8|Universitaria|1|SRID=4326;LINESTRING (-77.077646 -12.03586,-77.077559 -12.036542)|0
5515|Universitaria|1|SRID=4326;LINESTRING (-77.077502 -12.037188,-77.077559 -12.036542)|0
4500|Universitaria|1|SRID=4326;LINESTRING (-77.077468 -12.037488,-77.077502 -12.037188)|0
6|Puente Bella Union|1|SRID=4326;LINESTRING (-77.077646 -12.03586,-77.078072 -12.035233)|0
24|Jose Granda|2|SRID=4326;LINESTRING (-77.072623 -12.027105,-77.073414 -12.026909)|0
31|Puerto Barrios|5|SRID=4326;LINESTRING (-77.072908 -12.031868,-77.072913 -12.02963)|0
368|Peru|2|SRID=4326;LINESTRING (-77.075032 -12.031865,-77.074164 -12.031857)|0
369|Universitaria|1|SRID=4326;LINESTRING (-77.077588 -12.031925,-77.076727 -12.029813)|0
376|Lima|5|SRID=4326;LINESTRING (-77.072913 -12.02963,-77.076581 -12.029379)|0
367|Peru|2|SRID=4326;LINESTRING (-77.075032 -12.031865,-77.075747 -12.031904,-77.076314 -12.031925,-77.077024 -12.031943,-77.077588 -12.031925)|0
379|Universitaria|1|SRID=4326;LINESTRING (-77.076581 -12.029379,-77.075681 -12.026941)|0
371|Sao Paulo|5|SRID=4326;LINESTRING (-77.078214 -12.029585,-77.076727 -12.029813)|0
372|Lima|5|SRID=4326;LINESTRING (-77.078214 -12.029585,-77.077462 -12.02934)|0
378|Universitaria|1|SRID=4326;LINESTRING (-77.076581 -12.029379,-77.076727 -12.029813)|0
380|Lima|2|SRID=4326;LINESTRING (-77.076581 -12.029379,-77.077462 -12.02934)|0
285|Ovalo Jose Granda|5|SRID=4326;LINESTRING (-77.075495 -12.026495,-77.075444 -12.026505,-77.075391 -12.026508,-77.075331 -12.026503,-77.075294 -12.026499,-77.075237 -12.026484,-77.075181 -12.026461)|0
288|Acceso a Universitaria|5|SRID=4326;LINESTRING (-77.075695 -12.026191,-77.075682 -12.026329,-77.075669 -12.026486,-77.075681 -12.026941)|0
291|Ovalo Jose Granda|5|SRID=4326;LINESTRING (-77.075507 -12.025855,-77.075558 -12.025903,-77.075601 -12.025947,-77.07564 -12.026007,-77.07567 -12.026077,-77.075695 -12.026191)|0
381|Universitaria|1|SRID=4326;LINESTRING (-77.075681 -12.026941,-77.075613 -12.026779)|0
382|Acceso a Jose Granda|5|SRID=4326;LINESTRING (-77.075613 -12.026779,-77.075541 -12.026715,-77.075458 -12.026645,-77.075381 -12.026578,-77.075338 -12.026547,-77.075181 -12.026461)|0
287|Ovalo Jose Granda|5|SRID=4326;LINESTRING (-77.075695 -12.026191,-77.075666 -12.026304,-77.075646 -12.026355,-77.075627 -12.026394,-77.075584 -12.026435,-77.075547 -12.026464,-77.075495 -12.026495)|0
284|Universitaria|1|SRID=4326;LINESTRING (-77.075495 -12.026495,-77.075613 -12.026779)|0
290|Jose Granda|2|SRID=4326;LINESTRING (-77.07463 -12.026242,-77.074815 -12.026144,-77.074918 -12.026092,-77.074987 -12.026048,-77.07505 -12.026)|0
383|Jose Granda|2|SRID=4326;LINESTRING (-77.075181 -12.026461,-77.074903 -12.026507,-77.074713 -12.026549,-77.074462 -12.026605,-77.074232 -12.026671,-77.073954 -12.026772,-77.073662 -12.026872,-77.073414 -12.026909)|0
384|Ovalo Jose Granda|5|SRID=4326;LINESTRING (-77.075181 -12.026461,-77.075141 -12.02642,-77.075068 -12.026332,-77.075044 -12.026266,-77.075032 -12.026186,-77.075026 -12.026096,-77.07505 -12.026)|0
385|Ovalo Jose Granda|5|SRID=4326;LINESTRING (-77.07505 -12.026,-77.07508 -12.02597,-77.07513 -12.025936,-77.075185 -12.025901,-77.075252 -12.025882)|0
2207|Ovalo Jose Granda|5|SRID=4326;LINESTRING (-77.075252 -12.025882,-77.075331 -12.025856,-77.075376 -12.025845,-77.075443 -12.025845,-77.075507 -12.025855)|0
375|Jose Granda|2|SRID=4326;LINESTRING (-77.073414 -12.026909,-77.073642 -12.026735,-77.07421 -12.026481,-77.074442 -12.026341,-77.07463 -12.026242)|0
33|Peru|2|SRID=4326;LINESTRING (-77.072908 -12.031868,-77.074164 -12.031857)|0
25|Pasaje 8|5|SRID=4326;LINESTRING (-77.072623 -12.027105,-77.072839 -12.027636,-77.072209 -12.027852)|0
26|Jose Granda|2|SRID=4326;LINESTRING (-77.072623 -12.027105,-77.072027 -12.027363)|0
377|Puerto Barrios|5|SRID=4326;LINESTRING (-77.072913 -12.02963,-77.072209 -12.027852)|0
1861|Puerto Barrios|5|SRID=4326;LINESTRING (-77.072209 -12.027852,-77.072027 -12.027363)|0
13|Beta|5|SRID=4326;LINESTRING (-77.071593 -12.00591,-77.071056 -12.009161,-77.070799 -12.009561,-77.070587 -12.009991,-77.070435 -12.010331,-77.070352 -12.010902)|0
195|Santiago Antunez De Mayolo|2|SRID=4326;LINESTRING (-77.086709 -11.996691,-77.087204 -11.996859,-77.087594 -11.997155)|0
224|Pacasmayo|2|SRID=4326;LINESTRING (-77.086203 -12.025516,-77.087347 -12.024919)|0
246|Jose Galvez|5|SRID=4326;LINESTRING (-77.087347 -12.024919,-77.085984 -12.022115)|0
273|Pacasmayo|2|SRID=4326;LINESTRING (-77.102607 -12.008322,-77.101685 -12.010147)|0
386|Angelica Gamarra|1|SRID=4326;LINESTRING (-77.082375 -12.006609,-77.082955 -12.006658,-77.083455 -12.006762,-77.084212 -12.006984,-77.085075 -12.007502,-77.085695 -12.007991,-77.087544 -12.009543)|0
387|Universitaria|1|SRID=4326;LINESTRING (-77.082375 -12.006609,-77.082047 -12.008272,-77.081547 -12.009486,-77.080806 -12.010774,-77.080523 -12.011355)|0
389|Los Proceres|2|SRID=4326;LINESTRING (-77.087544 -12.009543,-77.087866 -12.007334)|0
393|Jose Granda|2|SRID=4326;LINESTRING (-77.086128 -12.021368,-77.089198 -12.019882)|0
406|Juan Belaunde|5|SRID=4326;LINESTRING (-77.088471 -12.010258,-77.088706 -12.009777,-77.088755 -12.009315)|0
408|Mariano Melgar|5|SRID=4326;LINESTRING (-77.088755 -12.009315,-77.090352 -12.0095)|0
410|Jatun Mayo (Los Libertadores)|5|SRID=4326;LINESTRING (-77.090352 -12.0095,-77.090651 -12.00766)|0
416|Los Proceres|2|SRID=4326;LINESTRING (-77.086752 -12.016094,-77.086624 -12.017098)|0
422|Tomas Valle|1|SRID=4326;LINESTRING (-77.081575 -12.012913,-77.082732 -12.013042,-77.084883 -12.012639,-77.087252 -12.012125)|0
1667|Los Dominicos|2|SRID=4326;LINESTRING (-77.09893 -12.006604,-77.097554 -12.009388,-77.097115 -12.010277,-77.096103 -12.011821)|0
149|Tomas Valle|1|SRID=4326;LINESTRING (-77.094947 -12.013627,-77.093249 -12.012626,-77.092409 -12.01228,-77.090015 -12.011545)|0
150|Los Dominicos|2|SRID=4326;LINESTRING (-77.094947 -12.013627,-77.092781 -12.016947)|0
212|Tomas Valle|1|SRID=4326;LINESTRING (-77.101169 -12.019938,-77.098249 -12.017058)|0
401|Pacasmayo|2|SRID=4326;LINESTRING (-77.098249 -12.017058,-77.097735 -12.018095,-77.097311 -12.019042,-77.096902 -12.01996,-77.096584 -12.020375)|0
428|Los Dominicos|2|SRID=4326;LINESTRING (-77.089856 -12.019528,-77.090771 -12.019116,-77.091573 -12.018716,-77.091906 -12.018435,-77.092209 -12.017887,-77.092781 -12.016947)|0
429|Pedro Delgado Genaro|2|SRID=4326;LINESTRING (-77.089856 -12.019528,-77.087858 -12.01623)|0
431|El Olivar|5|SRID=4326;LINESTRING (-77.092781 -12.016947,-77.094147 -12.017843,-77.094767 -12.018257,-77.095237 -12.018613,-77.095509 -12.018894,-77.095751 -12.019131,-77.095994 -12.019531,-77.096584 -12.020375)|0
434|Pacasmayo|2|SRID=4326;LINESTRING (-77.096584 -12.020375,-77.09619 -12.020464,-77.095721 -12.020686,-77.091553 -12.022783)|0
2065|Santa Rosa|5|SRID=4326;LINESTRING (-77.092388 -12.009987,-77.096103 -12.011821)|0
210|Peru|2|SRID=4326;LINESTRING (-77.101169 -12.019938,-77.098769 -12.024821)|0
215|El Olivar|5|SRID=4326;LINESTRING (-77.098769 -12.024821,-77.098721 -12.024212,-77.098572 -12.023803,-77.098122 -12.023091,-77.098044 -12.022959)|0
151|Los Dominicos|2|SRID=4326;LINESTRING (-77.094947 -12.013627,-77.096103 -12.011821)|0
402|Pacasmayo|2|SRID=4326;LINESTRING (-77.098249 -12.017058,-77.101685 -12.010147)|0
148|Tomas Valle|1|SRID=4326;LINESTRING (-77.094947 -12.013627,-77.098249 -12.017058)|0
218|Pacasmayo|2|SRID=4326;LINESTRING (-77.0914 -12.022857,-77.0907 -12.02309)|0
222|Pedro Delgado Genaro|2|SRID=4326;LINESTRING (-77.0914 -12.022857,-77.091307 -12.022657,-77.090169 -12.020366,-77.090108 -12.020026)|0
232|Salaverry|5|SRID=4326;LINESTRING (-77.0907 -12.02309,-77.089198 -12.019882)|0
2287|Condevilla|5|SRID=4326;LINESTRING (-77.091553 -12.022783,-77.090219 -12.020154,-77.090108 -12.020026)|0
221|Pacasmayo|5|SRID=4326;LINESTRING (-77.0914 -12.022857,-77.091553 -12.022783)|0
247|Pacasmayo|2|SRID=4326;LINESTRING (-77.087347 -12.024919,-77.088808 -12.024125)|0
1859|Pacasmayo|2|SRID=4326;LINESTRING (-77.088808 -12.024125,-77.089667 -12.023652)|0
235|Pacasmayo|2|SRID=4326;LINESTRING (-77.090382 -12.023272,-77.089667 -12.023652)|0
231|Pacasmayo|2|SRID=4326;LINESTRING (-77.0907 -12.02309,-77.090382 -12.023272)|0
397|Jose Granda|2|SRID=4326;LINESTRING (-77.089198 -12.019882,-77.089856 -12.019528)|0
430|Pedro Delgado Genaro|5|SRID=4326;LINESTRING (-77.089856 -12.019528,-77.090108 -12.020026)|0
436|El Olivar|5|SRID=4326;LINESTRING (-77.087066 -12.013491,-77.088059 -12.013803)|0
437|Los Proceres|2|SRID=4326;LINESTRING (-77.087066 -12.013491,-77.086961 -12.014386)|0
