ID|NAME|TIPO|geom|idzona
3519|Gran Chimu|5|SRID=4326;LINESTRING (-76.991432 -12.024385,-76.988943 -12.024273,-76.988822 -12.024292,-76.988071 -12.024142,-76.987568 -12.024055,-76.987008 -12.023949,-76.986569 -12.023925,-76.986168 -12.023943)|0
3694|El Santuario|5|SRID=4326;LINESTRING (-76.990618 -12.020002,-76.989818 -12.020181,-76.989295 -12.020445,-76.988845 -12.020779,-76.988305 -12.021131,-76.988017 -12.021272,-76.987693 -12.02136,-76.987153 -12.021308,-76.986181 -12.021096)|0
3699|Cajamarquilla|5|SRID=4326;LINESTRING (-76.991369 -12.02238,-76.990159 -12.02281,-76.989421 -12.022984,-76.988721 -12.023046,-76.987919 -12.023046,-76.987537 -12.023021,-76.987002 -12.022947,-76.986137 -12.022909)|0
3704|Santa Rosa De Lima|2|SRID=4326;LINESTRING (-76.997063 -12.010788,-76.996972 -12.010463,-76.996851 -12.010048,-76.99676 -12.009708,-76.996647 -12.009448,-76.996412 -12.009012,-76.996382 -12.008671,-76.996435 -12.008397,-76.998542 -12.002611)|0
3707|Las Lomas|2|SRID=4326;LINESTRING (-76.986145 -12.013877,-76.986415 -12.014299,-76.986757 -12.014652,-76.987243 -12.015004,-76.989097 -12.016289)|0
3713|Centinela|5|SRID=4326;LINESTRING (-76.974874 -12.008152,-76.976351 -12.008718,-76.977054 -12.008912,-76.978152 -12.009247,-76.978602 -12.009352,-76.979052 -12.009546,-76.979538 -12.010018)|0
3717|Cantuta|5|SRID=4326;LINESTRING (-76.988727 -12.005761,-76.988208 -12.005377)|0
3335|Los Liquenes|5|SRID=4326;LINESTRING (-77.002786 -12.018279,-77.002747 -12.017885,-77.003822 -12.017608,-77.004707 -12.017438,-77.004851 -12.01746)|0
3336|Los Proceres De La Independencia|1|SRID=4326;LINESTRING (-77.002786 -12.018279,-77.002283 -12.017378)|0
3531|Gran Chimu|5|SRID=4326;LINESTRING (-77.000506 -12.0254,-76.996753 -12.024559)|0
3575|Portada Del Sol|5|SRID=4326;LINESTRING (-76.996753 -12.024559,-76.99739 -12.022467)|0
3700|Cajamarquilla|5|SRID=4326;LINESTRING (-76.991369 -12.02238,-76.991725 -12.022262,-76.992833 -12.022137,-76.995964 -12.022137,-76.996525 -12.022212,-76.99739 -12.022467)|0
3711|Las Lomas|2|SRID=4326;LINESTRING (-76.989097 -12.016289,-76.989349 -12.016536,-76.989602 -12.016729,-76.9898 -12.017011,-76.98998 -12.017381,-76.990096 -12.017848)|0
3720|Piramide Del Sol|2|SRID=4326;LINESTRING (-77.002283 -12.017378,-77.002072 -12.018031)|0
3722|Lurigancho|2|SRID=4326;LINESTRING (-77.002072 -12.018031,-77.001118 -12.017683)|0
3724|Lurigancho|2|SRID=4326;LINESTRING (-76.990096 -12.017848,-76.990988 -12.01761,-76.991534 -12.017486,-76.992292 -12.017326,-76.992667 -12.01716,-76.993155 -12.016794)|0
3725|Lurigancho|2|SRID=4326;LINESTRING (-76.993155 -12.016794,-76.99339 -12.016713,-76.993652 -12.016699,-76.994431 -12.016845,-76.99509 -12.016914,-76.995501 -12.016893,-76.996146 -12.016817,-76.997274 -12.016735)|0
3730|San Aurelio|2|SRID=4326;LINESTRING (-77.000326 -12.020491,-77.000335 -12.020166,-77.000371 -12.019902,-77.001118 -12.017683)|0
3731|Portada Del Sol|5|SRID=4326;LINESTRING (-76.99739 -12.022467,-76.999147 -12.016981)|0
3357|Gran Chimu|5|SRID=4326;LINESTRING (-77.001955 -12.025738,-77.000506 -12.0254)|0
3723|Piramide Del Sol|2|SRID=4326;LINESTRING (-77.002072 -12.018031,-77.001919 -12.01843,-77.001505 -12.019584,-77.001478 -12.019804,-77.001802 -12.022612)|0
3733|Chinchaysuyo|2|SRID=4326;LINESTRING (-77.000848 -12.022728,-77.000632 -12.020976,-77.000326 -12.020491)|0
3734|Cajamarquilla|2|SRID=4326;LINESTRING (-77.000848 -12.022728,-77.001802 -12.022612)|0
3735|Piramide Del Sol|2|SRID=4326;LINESTRING (-77.001802 -12.022612,-77.001883 -12.023,-77.00209 -12.024558,-77.002144 -12.024928,-77.00209 -12.025289,-77.001955 -12.025738)|0
3337|Lurigancho|2|SRID=4326;LINESTRING (-77.002786 -12.018279,-77.002072 -12.018031)|0
3532|Chinchaysuyo|2|SRID=4326;LINESTRING (-77.000506 -12.0254,-77.000938 -12.023494,-77.000911 -12.023177,-77.000848 -12.022728)|0
3732|Cajamarquilla|5|SRID=4326;LINESTRING (-76.99739 -12.022467,-76.998802 -12.022919,-77.000848 -12.022728)|0
3344|Los Tusilagos (Este)|2|SRID=4326;LINESTRING (-77.002116 -12.013303,-77.001145 -12.013072,-77.000371 -12.012649,-76.999453 -12.011998,-76.99852 -12.011365)|0
3346|Los Proceres De La Independencia|1|SRID=4326;LINESTRING (-77.002116 -12.013303,-77.001972 -12.015266,-77.001933 -12.015926,-77.001984 -12.01676)|0
3703|13 De Enero|2|SRID=4326;LINESTRING (-76.99852 -12.011365,-76.998355 -12.011857,-76.997346 -12.013776,-76.997166 -12.014199,-76.997148 -12.014903,-76.997274 -12.016735)|0
3727|Lurigancho|2|SRID=4326;LINESTRING (-77.001118 -12.017683,-76.999147 -12.016981)|0
3728|San Aurelio|2|SRID=4326;LINESTRING (-77.001118 -12.017683,-77.001254 -12.017256,-77.001361 -12.016979,-77.001446 -12.016858,-77.001639 -12.016801,-77.001984 -12.01676)|0
3721|Los Proceres De La Independencia|1|SRID=4326;LINESTRING (-77.002283 -12.017378,-77.001984 -12.01676)|0
3729|Lurigancho|2|SRID=4326;LINESTRING (-76.997274 -12.016735,-76.998283 -12.016699,-76.999147 -12.016981)|0
3701|Los Tusilagos (Este)|2|SRID=4326;LINESTRING (-76.99852 -12.011365,-76.997063 -12.010788)|0
3573|Gran Chimu|5|SRID=4326;LINESTRING (-76.996753 -12.024559,-76.991432 -12.024385)|0
3695|Las Lomas|2|SRID=4326;LINESTRING (-76.990618 -12.020002,-76.99091 -12.021247,-76.991152 -12.021857,-76.991369 -12.02238)|0
3520|Las Lomas|2|SRID=4326;LINESTRING (-76.991432 -12.024385,-76.991458 -12.023637,-76.991483 -12.022791,-76.991369 -12.02238)|0
3696|Las Lomas|2|SRID=4326;LINESTRING (-76.990618 -12.020002,-76.990096 -12.017848)|0
3726|S/N|5|SRID=4326;LINESTRING (-76.993155 -12.016794,-76.993141 -12.015074)|0
3712|S/N (Valle Del Mantaro)|5|SRID=4326;LINESTRING (-76.989097 -12.016289,-76.990983 -12.015644)|0
3360|Santa Rosa De Lima|2|SRID=4326;LINESTRING (-77.000086 -11.996082,-76.99995 -11.998658,-76.998542 -12.002611)|0
3705|Jardines (Este)|2|SRID=4326;LINESTRING (-76.998542 -12.002611,-76.996887 -12.00201,-76.99632 -12.001854,-76.995881 -12.00184,-76.995154 -12.002003,-76.99442 -12.002173,-76.993959 -12.002351,-76.993406 -12.002676,-76.993088 -12.003143,-76.992263 -12.00449)|0
3402|Jardines (Este)|2|SRID=4326;LINESTRING (-77.002069 -12.003863,-76.998542 -12.002611)|0
3737|12 De Febrero|5|SRID=4326;LINESTRING (-76.992263 -12.00449,-76.99083 -12.004652)|0
3738|12 De Febrero|5|SRID=4326;LINESTRING (-76.99083 -12.004652,-76.989842 -12.004653,-76.989088 -12.005591)|0
3718|S/N|5|SRID=4326;LINESTRING (-76.988727 -12.005761,-76.988957 -12.005495)|0
3739|Los Claveles|5|SRID=4326;LINESTRING (-76.989088 -12.005591,-76.988957 -12.005495)|0
3526|Malecon Miguel Checa Eguiguren|2|SRID=4326;LINESTRING (-76.980812 -12.025043,-76.979038 -12.024803,-76.978071 -12.024275)|0
3698|El Santuario|2|SRID=4326;LINESTRING (-76.986181 -12.021096,-76.985803 -12.020885,-76.985191 -12.020445,-76.984705 -12.019864,-76.984039 -12.018561,-76.982562 -12.015638)|0
3716|Las Lomas|2|SRID=4326;LINESTRING (-76.979538 -12.010018,-76.979934 -12.009906,-76.980276 -12.009942,-76.980636 -12.009959,-76.980942 -12.010082,-76.981266 -12.010311)|0
3740|El Santuario|2|SRID=4326;LINESTRING (-76.982041 -12.014586,-76.981716 -12.014062,-76.979592 -12.01209)|0
3743|Mamacona|5|SRID=4326;LINESTRING (-76.979592 -12.01209,-76.981266 -12.010311)|0
3527|Gran Chimu|5|SRID=4326;LINESTRING (-76.986168 -12.023943,-76.98571 -12.024002,-76.983839 -12.024301,-76.983087 -12.024407,-76.982712 -12.024507,-76.982375 -12.024687,-76.982031 -12.024837,-76.981687 -12.024949,-76.981312 -12.025011,-76.980812 -12.025043)|0
3697|Gran Pajaten|2|SRID=4326;LINESTRING (-76.986181 -12.021096,-76.986137 -12.022909)|0
3528|Gran Pajaten|2|SRID=4326;LINESTRING (-76.986168 -12.023943,-76.986137 -12.022909)|0
3708|Mangomarca|2|SRID=4326;LINESTRING (-76.986145 -12.013877,-76.982562 -12.015638)|0
3709|Las Lomas|2|SRID=4326;LINESTRING (-76.986145 -12.013877,-76.985929 -12.01341,-76.985623 -12.013111,-76.984416 -12.012319)|0
3742|Puruchuco|5|SRID=4326;LINESTRING (-76.982041 -12.014586,-76.9824 -12.014467,-76.983318 -12.014027,-76.983696 -12.013463,-76.98402 -12.012917,-76.984416 -12.012319)|0
3744|Las Lomas|2|SRID=4326;LINESTRING (-76.981266 -12.010311,-76.982346 -12.011315,-76.982904 -12.011632,-76.983354 -12.011702,-76.983804 -12.011914,-76.984416 -12.012319)|0
3741|El Santuario|5|SRID=4326;LINESTRING (-76.982041 -12.014586,-76.982562 -12.015638)|0
3535|Malecon Miguel Checa Eguiguren|2|SRID=4326;LINESTRING (-76.973623 -12.024431,-76.975994 -12.024252)|0
3745|Los Cisnes|5|SRID=4326;LINESTRING (-76.978071 -12.024275,-76.97791 -12.022177)|0
3534|Calle 5|5|SRID=4326;LINESTRING (-76.973623 -12.024431,-76.973406 -12.021937)|0
3715|El Santuario|2|SRID=4326;LINESTRING (-76.979538 -12.010018,-76.979304 -12.010382,-76.979196 -12.010857,-76.979304 -12.011438,-76.979592 -12.01209)|0
3271|La Cultura|2|SRID=4326;LINESTRING (-76.944505 -12.046329,-76.945995 -12.042542)|0
3543|Cultura Wari (Apurimac)|2|SRID=4326;LINESTRING (-76.970126 -12.043333,-76.971217 -12.040646)|0
3544|Gran Chimu|5|SRID=4326;LINESTRING (-76.970126 -12.043333,-76.965637 -12.041473)|0
3746|Huaycara|2|SRID=4326;LINESTRING (-76.958258 -12.039662,-76.954057 -12.037861)|0
3756|Ricardo Limaco Enciso|2|SRID=4326;LINESTRING (-76.969983 -12.043695,-76.965461 -12.041905)|0
3764|Los Chancas De Andahuaylas|2|SRID=4326;LINESTRING (-76.961058 -12.036431,-76.958229 -12.035452,-76.955731 -12.035008,-76.955258 -12.035013)|0
3767|Huarochiri|1|SRID=4326;LINESTRING (-76.955258 -12.035013,-76.956498 -12.031617)|0
3770|Huarochiri|5|SRID=4326;LINESTRING (-76.95546 -12.029587,-76.955387 -12.029931,-76.955553 -12.030417,-76.956498 -12.031617)|0
3771|El Ferrocarril|2|SRID=4326;LINESTRING (-76.95546 -12.029587,-76.957229 -12.029811)|0
3775|Colectora Industrial|2|SRID=4326;LINESTRING (-76.960766 -12.040604,-76.959296 -12.044057)|0
3778|Santa Anita|5|SRID=4326;LINESTRING (-76.959296 -12.044057,-76.952629 -12.041178)|0
3785|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.956206 -12.050967,-76.951675 -12.049215)|0
3788|Huarochiri|1|SRID=4326;LINESTRING (-76.949578 -12.048409,-76.951208 -12.044573)|0
10092|Los Ruisenores|2|SRID=4326;LINESTRING (-76.966739 -12.050326,-76.966186 -12.05142)|0
2395|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.964608 -12.05474,-76.96105 -12.053143)|0
3762|Santa Rosa|2|SRID=4326;LINESTRING (-76.964316 -12.044719,-76.963128 -12.047795)|0
3786|Colectora Industrial|2|SRID=4326;LINESTRING (-76.956206 -12.050967,-76.957591 -12.047852)|0
3798|Los Ruisenores|2|SRID=4326;LINESTRING (-76.968487 -12.046903,-76.967699 -12.048041,-76.966739 -12.050326)|0
3802|Los Cascanueces|2|SRID=4326;LINESTRING (-76.966186 -12.05142,-76.964338 -12.050664)|0
3803|Santa Rosa|2|SRID=4326;LINESTRING (-76.96105 -12.053143,-76.962324 -12.04984)|0
3806|Las Avestruces|5|SRID=4326;LINESTRING (-76.964639 -12.045533,-76.963685 -12.048004)|0
2386|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.968154 -12.056334,-76.967777 -12.056164)|0
2394|Los Ruisenores|2|SRID=4326;LINESTRING (-76.964608 -12.05474,-76.966186 -12.05142)|0
3559|Francisco Bolognesi|2|SRID=4326;LINESTRING (-76.970994 -12.052089,-76.969016 -12.056653)|0
2388|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.968154 -12.056334,-76.969016 -12.056653)|0
2442|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.969651 -12.057047,-76.968965 -12.056746)|0
3807|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.969016 -12.056653,-76.971315 -12.057526)|0
3554|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.971315 -12.057526,-76.972034 -12.057832)|0
10202|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.974692 -12.059102,-76.974495 -12.058949)|0
3566|Manuel De La Torre|5|SRID=4326;LINESTRING (-76.970047 -12.047604,-76.970675 -12.046209)|0
3763|Las Calandrias|5|SRID=4326;LINESTRING (-76.964316 -12.044719,-76.96881 -12.046401)|0
3799|Los Milanos|5|SRID=4326;LINESTRING (-76.968487 -12.046903,-76.964639 -12.045533)|0
3810|Los Ruisenores|2|SRID=4326;LINESTRING (-76.969177 -12.045571,-76.96881 -12.046401)|0
3567|7 De Junio|5|SRID=4326;LINESTRING (-76.970047 -12.047604,-76.968838 -12.047058)|0
3801|Las Aguilas|5|SRID=4326;LINESTRING (-76.968487 -12.046903,-76.968838 -12.047058)|0
3800|Los Ruisenores|2|SRID=4326;LINESTRING (-76.968487 -12.046903,-76.96881 -12.046401)|0
3545|Santiago Antunez De Mayolo|2|SRID=4326;LINESTRING (-76.970126 -12.043333,-76.969983 -12.043695)|0
3571|Manuel De La Torre|5|SRID=4326;LINESTRING (-76.971663 -12.043936,-76.970675 -12.046209)|0
3757|Santiago Antunez De Mayolo|2|SRID=4326;LINESTRING (-76.969983 -12.043695,-76.969177 -12.045571)|0
3809|Juan Guillermo Moore|5|SRID=4326;LINESTRING (-76.970675 -12.046209,-76.969177 -12.045571)|0
3542|Los Eucaliptos|2|SRID=4326;LINESTRING (-76.970126 -12.043333,-76.971663 -12.043936)|0
10083|Los Cascanueces|2|SRID=4326;LINESTRING (-76.964338 -12.050664,-76.962324 -12.04984)|0
3787|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.956206 -12.050967,-76.95894 -12.052205)|0
3779|Colectora Industrial|2|SRID=4326;LINESTRING (-76.959296 -12.044057,-76.957591 -12.047852)|0
3793|Los Cascanueces|5|SRID=4326;LINESTRING (-76.957591 -12.047852,-76.962324 -12.04984)|0
3804|Santa Rosa|2|SRID=4326;LINESTRING (-76.962324 -12.04984,-76.963128 -12.047795)|0
3805|El Quetzal|5|SRID=4326;LINESTRING (-76.963128 -12.047795,-76.963685 -12.048004)|0
3796|Ricardo Limaco Enciso|2|SRID=4326;LINESTRING (-76.963957 -12.041287,-76.962643 -12.040913)|0
3811|S/N|2|SRID=4326;LINESTRING (-76.964362 -12.03319,-76.962936 -12.032277)|0
3812|Colectora Industrial|2|SRID=4326;LINESTRING (-76.964362 -12.03319,-76.964021 -12.034005)|0
3815|Los Chancas De Andahuaylas|2|SRID=4326;LINESTRING (-76.965324 -12.038151,-76.962735 -12.037081)|0
3819|El Ferrocarril|2|SRID=4326;LINESTRING (-76.963302 -12.031644,-76.964561 -12.032743)|0
3752|Los Chancas De Andahuaylas|2|SRID=4326;LINESTRING (-76.971217 -12.040646,-76.966768 -12.038766)|0
3816|Imperial|5|SRID=4326;LINESTRING (-76.965324 -12.038151,-76.966668 -12.035012)|0
3823|Huancarama|5|SRID=4326;LINESTRING (-76.964561 -12.032743,-76.966656 -12.034293,-76.968206 -12.035471)|0
3826|Chavin|5|SRID=4326;LINESTRING (-76.966768 -12.038766,-76.968206 -12.035471)|0
3550|Cultura Wari (Apurimac)|2|SRID=4326;LINESTRING (-76.971596 -12.040086,-76.971217 -12.040646)|0
3540|Cultura Wari (Apurimac)|2|SRID=4326;LINESTRING (-76.971981 -12.039018,-76.971596 -12.040086)|0
3754|Chavin|2|SRID=4326;LINESTRING (-76.965637 -12.041473,-76.966768 -12.038766)|0
3817|Los Chancas De Andahuaylas|2|SRID=4326;LINESTRING (-76.965324 -12.038151,-76.966768 -12.038766)|0
3818|Imperial|5|SRID=4326;LINESTRING (-76.965324 -12.038151,-76.964152 -12.040851)|0
3755|Gran Chimu|5|SRID=4326;LINESTRING (-76.965637 -12.041473,-76.964152 -12.040851)|0
3760|Ricardo Limaco Enciso|2|SRID=4326;LINESTRING (-76.965461 -12.041905,-76.963957 -12.041287)|0
3797|Imperial|5|SRID=4326;LINESTRING (-76.963957 -12.041287,-76.964152 -12.040851)|0
3753|Chavin|2|SRID=4326;LINESTRING (-76.965637 -12.041473,-76.965461 -12.041905)|0
3825|Tiahuanaco|5|SRID=4326;LINESTRING (-76.966668 -12.035012,-76.966164 -12.034649)|0
3813|Colectora Industrial|2|SRID=4326;LINESTRING (-76.964362 -12.03319,-76.964561 -12.032743)|0
3747|Huaycara|2|SRID=4326;LINESTRING (-76.958258 -12.039662,-76.960766 -12.040604)|0
3748|Los Libertadores|5|SRID=4326;LINESTRING (-76.958258 -12.039662,-76.95977 -12.036601)|0
3777|Colectora Industrial|2|SRID=4326;LINESTRING (-76.960766 -12.040604,-76.962735 -12.037081)|0
3776|Huaycara|2|SRID=4326;LINESTRING (-76.960766 -12.040604,-76.962643 -12.040913)|0
3765|Los Chancas De Andahuaylas|2|SRID=4326;LINESTRING (-76.961058 -12.036431,-76.962735 -12.037081)|0
3827|Calle 8|5|SRID=4326;LINESTRING (-76.95977 -12.036601,-76.960854 -12.03698)|0
3766|S/N|5|SRID=4326;LINESTRING (-76.961058 -12.036431,-76.960854 -12.03698)|0
3774|Huarochiri|1|SRID=4326;LINESTRING (-76.956498 -12.031617,-76.957229 -12.029811)|0
3791|El Ferrocarril|2|SRID=4326;LINESTRING (-76.957229 -12.029811,-76.960079 -12.030221)|0
3828|Huarochiri|5|SRID=4326;LINESTRING (-76.96178 -12.0309,-76.962295 -12.02974,-76.962317 -12.028667)|0
3814|Calle 3|2|SRID=4326;LINESTRING (-76.962936 -12.032277,-76.963302 -12.031644)|0
3820|El Ferrocarril|2|SRID=4326;LINESTRING (-76.963302 -12.031644,-76.96178 -12.0309)|0
3272|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.944505 -12.046329,-76.949578 -12.048409)|0
10081|Calderos|5|SRID=4326;LINESTRING (-76.955089 -12.055979,-76.954618 -12.057036,-76.953385 -12.056364,-76.952698 -12.059168,-76.952295 -12.06049,-76.951675 -12.060537)|0
3830|Huarochiri|1|SRID=4326;LINESTRING (-76.945707 -12.054665,-76.947392 -12.052995,-76.948368 -12.051126)|0
10080|Buenos Amigos|5|SRID=4326;LINESTRING (-76.956206 -12.050967,-76.956016 -12.051565,-76.956229 -12.05182,-76.955495 -12.054162,-76.9554 -12.054463,-76.955661 -12.054695,-76.955089 -12.055979)|0
10075|Nicolas Ayllon|4|SRID=4326;LINESTRING (-76.95894 -12.052205,-76.96105 -12.053143)|0
2446|Separadora Industrial|1|SRID=4326;LINESTRING (-76.944349 -12.05689,-76.941139 -12.053068)|0
3829|Santander|5|SRID=4326;LINESTRING (-76.942235 -12.052407,-76.945707 -12.054665)|0
2448|Huarochiri|1|SRID=4326;LINESTRING (-76.944349 -12.05689,-76.945707 -12.054665)|0
3316|Asturias|5|SRID=4326;LINESTRING (-76.941139 -12.053068,-76.941712 -12.052865,-76.942235 -12.052407)|0
3280|Metropolitana|2|SRID=4326;LINESTRING (-76.942572 -12.033058,-76.948859 -12.035701)|0
3281|22 De Julio|5|SRID=4326;LINESTRING (-76.942327 -12.033493,-76.93974 -12.039583)|0
3769|Los Chancas De Andahuaylas|2|SRID=4326;LINESTRING (-76.955258 -12.035013,-76.949647 -12.033164)|0
3781|Santa Anita|5|SRID=4326;LINESTRING (-76.952629 -12.041178,-76.947449 -12.038963)|0
3784|La Cultura|5|SRID=4326;LINESTRING (-76.947449 -12.038963,-76.948859 -12.035701)|0
3833|La Cultura|2|SRID=4326;LINESTRING (-76.949119 -12.034943,-76.949647 -12.033164)|0
3834|San Luis|5|SRID=4326;LINESTRING (-76.949119 -12.034943,-76.94288 -12.032381)|0
3836|Ceres (Los Virreyes)|2|SRID=4326;LINESTRING (-76.949647 -12.033164,-76.94307 -12.030907)|0
3840|El Ferrecorril|2|SRID=4326;LINESTRING (-76.947433 -12.028324,-76.946889 -12.028267)|0
4399|Camino Real|5|SRID=4326;LINESTRING (-76.950197 -12.02943,-76.946801 -12.028773)|0
3750|Huarochiri|1|SRID=4326;LINESTRING (-76.954057 -12.037861,-76.952629 -12.041178)|0
3751|Metropolitana|2|SRID=4326;LINESTRING (-76.954057 -12.037861,-76.948859 -12.035701)|0
3782|Huarochiri|1|SRID=4326;LINESTRING (-76.952629 -12.041178,-76.952403 -12.041713,-76.951208 -12.044573)|0
3749|Huarochiri|1|SRID=4326;LINESTRING (-76.954057 -12.037861,-76.955258 -12.035013)|0
3835|La Cultura|2|SRID=4326;LINESTRING (-76.949119 -12.034943,-76.948859 -12.035701)|0
3772|El Ferrocarril|2|SRID=4326;LINESTRING (-76.95546 -12.029587,-76.954807 -12.029753,-76.953299 -12.029818,-76.951907 -12.029639,-76.950942 -12.029399)|0
3837|La Cultura|2|SRID=4326;LINESTRING (-76.949647 -12.033164,-76.950775 -12.029357)|0
3845|El Parque|5|SRID=4326;LINESTRING (-76.953524 -12.027704,-76.952964 -12.026457)|0
3773|San Juan|2|SRID=4326;LINESTRING (-76.95546 -12.029587,-76.954553 -12.028076,-76.953524 -12.027704)|0
3841|El Ferrecorril|2|SRID=4326;LINESTRING (-76.947433 -12.028324,-76.948456 -12.028778,-76.949056 -12.028845,-76.950258 -12.029189)|0
3844|El Ferrocarril|2|SRID=4326;LINESTRING (-76.950775 -12.029357,-76.950258 -12.029189)|0
3846|Juan Gonzalo Rose(Ex Ca 24)|5|SRID=4326;LINESTRING (-76.950258 -12.029189,-76.950197 -12.02943)|0
3839|22 De Julio|2|SRID=4326;LINESTRING (-76.94307 -12.030907,-76.94409 -12.028132)|0
3848|Calle 2|5|SRID=4326;LINESTRING (-76.940118 -12.029477,-76.942666 -12.030102)|0
3289|26 De Mayo|5|SRID=4326;LINESTRING (-76.943802 -12.027781,-76.943719 -12.028039)|0
3842|El Ferrocarril|2|SRID=4326;LINESTRING (-76.946889 -12.028267,-76.944167 -12.027837)|0
3847|22 De Julio|5|SRID=4326;LINESTRING (-76.94409 -12.028132,-76.944167 -12.027837)|0
3843|Sebastian Salzar Bondy|5|SRID=4326;LINESTRING (-76.946889 -12.028267,-76.946801 -12.028773)|0
3293|26 De Mayo|5|SRID=4326;LINESTRING (-76.943719 -12.028039,-76.94409 -12.028132)|0
3291|San Pablo|2|SRID=4326;LINESTRING (-76.943802 -12.027781,-76.944289 -12.026466)|0
3292|San Juan|2|SRID=4326;LINESTRING (-76.943802 -12.027781,-76.944167 -12.027837)|0
3838|22 De Julio|2|SRID=4326;LINESTRING (-76.94288 -12.032381,-76.94307 -12.030907)|0
3277|22 De Julio|2|SRID=4326;LINESTRING (-76.942572 -12.033058,-76.942327 -12.033493)|0
3279|22 De Julio|2|SRID=4326;LINESTRING (-76.942572 -12.033058,-76.94288 -12.032381)|0
3284|Ceres (Los Virreyes)|5|SRID=4326;LINESTRING (-76.942498 -12.030742,-76.94307 -12.030907)|0
3285|Santa Maria|5|SRID=4326;LINESTRING (-76.942498 -12.030742,-76.942666 -12.030102)|0
3849|Principal (A)|2|SRID=4326;LINESTRING (-76.957809 -12.02074,-76.95692 -12.020653,-76.955876 -12.020616,-76.955112 -12.020554,-76.95431 -12.020492,-76.953902 -12.020305,-76.953533 -12.019993,-76.952693 -12.019209)|0
3853|Los Proceres|5|SRID=4326;LINESTRING (-76.960685 -12.007842,-76.962825 -12.012708)|0
3855|Las Palmeras|5|SRID=4326;LINESTRING (-76.957936 -12.019226,-76.954918 -12.019018)|0
3536|Principal (A)|2|SRID=4326;LINESTRING (-76.965156 -12.023336,-76.960652 -12.021427)|0
3537|Primavera ( D )|5|SRID=4326;LINESTRING (-76.965156 -12.023336,-76.966132 -12.020989)|0
3857|Calle 8|5|SRID=4326;LINESTRING (-76.960652 -12.021427,-76.961183 -12.020189)|0
3859|Los Proceres|5|SRID=4326;LINESTRING (-76.963654 -12.01483,-76.963954 -12.01514,-76.964105 -12.015377,-76.964385 -12.015622,-76.96493 -12.015881,-76.967765 -12.017064)|0
3851|Principal (A)|2|SRID=4326;LINESTRING (-76.957809 -12.02074,-76.958562 -12.02079,-76.959135 -12.020878,-76.959516 -12.021002,-76.960652 -12.021427)|0
3850|Los Alamos (Ca. 6)|5|SRID=4326;LINESTRING (-76.957809 -12.02074,-76.957936 -12.019226)|0
3854|Los Proceres|5|SRID=4326;LINESTRING (-76.962825 -12.012708,-76.963654 -12.01483)|0
3858|Calle 13|5|SRID=4326;LINESTRING (-76.963056 -12.015819,-76.962947 -12.015678,-76.962838 -12.015493,-76.962769 -12.015308,-76.962712 -12.015089)|0
3860|Calle 14|5|SRID=4326;LINESTRING (-76.963654 -12.01483,-76.962712 -12.015089)|0
3267|Los Condores|5|SRID=4326;LINESTRING (-76.940041 -12.01752,-76.940033 -12.019227)|0
3268|Los Canarios|5|SRID=4326;LINESTRING (-76.940041 -12.01752,-76.946713 -12.017485)|0
3308|Los Cisnes|2|SRID=4326;LINESTRING (-76.940033 -12.019227,-76.950198 -12.019197)|0
3861|Las Gaviotas|5|SRID=4326;LINESTRING (-76.950198 -12.019197,-76.95018 -12.017467)|0
3852|Los Cisnes|2|SRID=4326;LINESTRING (-76.952693 -12.019209,-76.950198 -12.019197)|0
3856|S/N|5|SRID=4326;LINESTRING (-76.954918 -12.019018,-76.954873 -12.019703)|0
3862|Mar de Flores Este|5|SRID=4326;LINESTRING (-76.97264 -11.935802,-76.971237 -11.936811)|0
3864|Pachacutec|2|SRID=4326;LINESTRING (-76.971237 -11.936811,-76.972532 -11.938523,-76.972732 -11.938738,-76.972866 -11.93883)|0
3866|Canto Grande|1|SRID=4326;LINESTRING (-76.997791 -11.956568,-76.997992 -11.956928,-76.999057 -11.959591,-76.999946 -11.961526,-77.000786 -11.962982)|0
3871|Fernando Wiese|1|SRID=4326;LINESTRING (-76.986847 -11.958785,-76.98977 -11.962883)|0
3877|Heroes Del Cenepa|2|SRID=4326;LINESTRING (-76.984012 -11.960707,-76.985017 -11.960035)|0
3878|Central|5|SRID=4326;LINESTRING (-76.984012 -11.960707,-76.98428 -11.959111)|0
3883|Central|5|SRID=4326;LINESTRING (-76.971302 -11.940249,-76.969416 -11.937947)|0
3890|Heroes Del Cenepa|2|SRID=4326;LINESTRING (-76.971588 -11.965922,-76.973513 -11.965542,-76.974352 -11.965126,-76.976046 -11.965403)|0
3896|Circunvalacion|5|SRID=4326;LINESTRING (-76.980053 -11.960611,-76.978209 -11.957877)|0
3897|Canteras|5|SRID=4326;LINESTRING (-76.980053 -11.960611,-76.983615 -11.958205)|0
