usuario,ruta,nombre_ruta,tipo1,tipo2,tipo3,tipo4,tipo5,tipo6,tipo7,tipo8,tipo9,tipo10,tipo11,tipo12,tipo13,tipo14,tipo15,tipo16,tipo17,tipo18,tipo19,tipo20
Fio,4580988,X-IO51_I,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4581515,X-IO52_I,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4581671,X-IO53_I,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4583567,X-IO55_I,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4583709,X-IO57B_I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4584343,X-IO57_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4584734,X-IO63_I,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4586798,X-IO64_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4596446,X-IO66_I,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4596566,X-IO67_I,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4596722,X-IO68_I,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4597167,X-IO69_I,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4597283,X-IO71_I,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4597662,X-IO72_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4598747,X-IO73_I,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4598939,X-IO74_I,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4599262,X-IO75_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4599922,X-IO75B_I,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4600767,X-IO76_I,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4602238,X-IO77_I,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4621272,X-IO78_I,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4621513,X-IO79_I,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4621730,X-IO80B_I,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4623317,X-IO80_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4625659,X-IO81_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4625673,X-IO82_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4626132,X-IO85_I,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4626787,X-IO86_I,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4626939,X-IO88_I,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4627151,X-IO89_I,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4627248,X-IO96_I,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4627369,X-IO99_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4628682,X-NCR01_I,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4628724,X-NCR02_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4628840,X-NCR04A_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4628891,X-NCR03_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4629072,X-NCR04B_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4629099,X-NCR04C_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4629223,X-NCR06_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GRPIAA3,4629224,X-NCRO4_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GRPIAA3,4629367,X-NCRO7_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4629368,X-NCR08_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4629534,X-NCR09_I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4631128,X-NCR10_I,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4631292,X-NCR12_I,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4631320,X-IO34_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4631321,X-IO47_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ale,4631322,X-IM35-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ale,4631324,X-CR34-I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4631775,X-NCR13_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4632207,X-NCR21_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4632310,X-NCR23C_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4632850,X-NCR24_I,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4633039,X-NCR26_I,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4633304,X-NCR31_I,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4633412,X-NM01_I,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fio,4634225,X-NCR23E_I,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
