WKT;ID;LENGTH;DIR;LONGITUD;TIPO;MODE;NAME;AB_CARRIL;BA_CARRIL;AB_CAP;BA_CAP;AB_VEL;BA_VEL;AB_ALPHA;BA_ALPHA;AB_BETA;BA_BETA;AB_CAPAC;BA_CAPAC;AB_PRELOAD;BA_PRELOAD;AB_PRELOA1;BA_PRELOA1;AB_PRELOA2;BA_PRELOA2;AB_TMPPRV_;BA_TMPPRV_;AB_TMPPRVA;BA_TMPPRVA;AB_VELPRVA;BA_VELPRVA;AB_TMPPEAT;BA_TMPPEAT;AB_TMMETRO;BA_TMMETRO;AB_TMTREN;BA_TMTREN;AB_TMBUS;BA_TMBUS;MAXBUSSP;Y12;Y20;Y30
LINESTRING (-76.682738 -11.923829,-76.684646 -11.924574);4289;0.22;0;0.22;4;;Carretera Central;1;1;1800;1800;30;30;0.5;0.5;3.7;3.7;1800;1800;0;0;0;0;141.71;182.74;0.54;0.54;0.54;0.54;24.97;24.98;3.35;3.35;;;0.38;0.38;0.54;0.54;25;1;1;1
LINESTRING (-76.676453 -11.921596,-76.673946 -11.920698);4291;0.29;0;0.29;4;;Carretera Central;1;1;1800;1800;45;45;0.8;0.8;3.68;3.68;1800;1800;0;0;0;0;182.74;141.71;0.39;0.39;0.39;0.39;44.94;44.93;4.36;4.36;;;0.5;0.5;0.7;0.7;25;1;1;1
LINESTRING (-77.021401 -12.13437,-77.021091 -12.134224,-77.020842 -12.134165,-77.020571 -12.134139,-77.019803 -12.134121,-77.019584 -12.134128,-77.019317 -12.134195,-77.019185 -12.134265,-77.019121 -12.134338,-77.019087 -12.134404,-77.019084 -12.134489,-77.019095 -12.134607,-77.019144 -12.134673,-77.019238 -12.134721,-77.019347 -12.134732,-77.019423 -12.134714,-77.019494 -12.134684,-77.020051 -12.134244);9306;0.42;1;0.42;3;;Rampa Acceso Paseo De La Republica;2;2;1800;1800;60;60;1;1;3.81;3.81;3600;3600;;;;;0;0;0.42;0.42;0.42;;59.84;;;;;;0.72;0.72;1;;25;1;1;1
LINESTRING (-77.021401 -12.13437,-77.021077 -12.134329,-77.020892 -12.134329,-77.020647 -12.134347,-77.020474 -12.13441,-77.020203 -12.134601,-77.019954 -12.134826,-77.019503 -12.135333);10818;0.25;1;0.25;1;;Ingreso Via Expresa;2;2;1200;1200;25;25;0.39;0.39;3.75;3.75;2400;2400;;;;;0;0;0.6;0.6;0.62;;24.3;;3.75;3.75;;;0.43;0.43;0.62;;25;1;1;1
LINESTRING (-76.979743 -12.084625,-76.979479 -12.084704);9314;0.03;0;0.03;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.45;0.45;;;;;0.45;0.45;;;0.05;0.05;0.09;0.09;;1;1;1
LINESTRING (-76.981173 -12.083897,-76.980405 -12.08457);9387;0.11;0;0.11;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.68;1.68;;;;;1.68;1.68;;;0.19;0.19;0.34;0.34;;1;1;1
LINESTRING (-76.981234 -12.08385,-76.981173 -12.083897);9316;0.01;0;0.01;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.13;0.13;;;;;0.13;0.13;;;0.01;0.01;0.03;0.03;;1;1;1
LINESTRING (-76.981291 -12.083801,-76.981234 -12.08385);9317;0.01;0;0.01;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.12;0.12;;;;;0.12;0.12;;;0.01;0.01;0.02;0.02;;1;1;1
LINESTRING (-77.02068 -12.054183,-77.020588 -12.055557);14371;0.15;1;0.15;5;;La Mar;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.37;0.37;0.37;;25;;;;;;0.26;0.26;0.46;;20;1;1;1
LINESTRING (-77.020384 -12.05786,-77.021169 -12.057952);14369;0.09;1;0.09;1;;Miguel Grau;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;170.59;;93.44;;240.61;0;0.11;0.11;0.12;;40.6;;1.07;1.07;;;0.15;0.15;0.21;;25;1;1;1
LINESTRING (-77.016391 -12.040173,-77.016105 -12.039996,-77.015125 -12.039358);10724;0.16;1;0.16;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1372.65;;702.29;;1060.9;0;0.12;0.12;0.15;;64.03;;;;;;0.28;0.28;0.4;;25;1;1;1
LINESTRING (-76.988056 -12.039369,-76.988247 -12.038603,-76.988457 -12.0378,-76.988661 -12.037034,-76.988807 -12.036443,-76.988966 -12.03587,-76.9892 -12.035226);9321;0.48;1;0.48;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;910.15;;506.11;;803.92;0;0.36;0.36;0.53;;42.49;;;;;;0.81;0.81;1.14;;25;1;1;1
LINESTRING (-76.987884 -12.03992,-76.988056 -12.039369);9322;0.06;1;0.06;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;922.95;;510.38;;803.92;0;0.05;0.05;0.07;;42.56;;;;;;0.11;0.11;0.15;;25;1;1;1
LINESTRING (-76.988291 -12.039365,-76.988113 -12.039964);9323;0.07;1;0.07;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1091.57;;534.06;;902.07;0;0.05;0.05;0.08;;43.15;;;;;;0.12;0.12;0.17;;25;1;1;1
LINESTRING (-76.988113 -12.039964,-76.988037 -12.04018,-76.987823 -12.040669,-76.987657 -12.041019,-76.987517 -12.041259,-76.987282 -12.04163,-76.986877 -12.042194,-76.986566 -12.042604,-76.986229 -12.042971,-76.985755 -12.043426,-76.983497 -12.045421,-76.981457 -12.047188);9324;1.09;1;1.09;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1092.19;;535.6;;902.07;0;0.82;0.82;1.26;;43.17;;;;;;1.87;1.87;2.62;;25;1;1;1
LINESTRING (-76.987884 -12.03992,-76.987026 -12.039668);9325;0.1;0;0.1;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.46;1.46;;;;;1.46;1.46;;;0.17;0.17;0.29;0.29;;1;1;1
LINESTRING (-76.988056 -12.039369,-76.987026 -12.039668);9326;0.12;0;0.12;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.75;1.75;;;;;1.75;1.75;;;0.2;0.2;0.35;0.35;;1;1;1
LINESTRING (-76.988291 -12.039365,-76.988804 -12.039662);9327;0.06;0;0.06;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.97;0.97;;;;;0.97;0.97;;;0.11;0.11;0.19;0.19;;1;1;1
LINESTRING (-76.988804 -12.039662,-76.988264 -12.039898,-76.988113 -12.039964);9328;0.08;0;0.08;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.23;1.23;;;;;1.23;1.23;;;0.14;0.14;0.25;0.25;;1;1;1
LINESTRING (-76.981259 -12.047003,-76.983297 -12.045252,-76.984134 -12.044499,-76.984682 -12.044041,-76.985166 -12.043641,-76.985568 -12.043267,-76.986007 -12.042827,-76.98655 -12.042225,-76.986915 -12.041727,-76.987153 -12.041386,-76.987366 -12.041043,-76.987549 -12.040691,-76.987753 -12.04023,-76.987884 -12.03992);9329;1.08;1;1.08;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;918.07;;505.14;;803.92;0;0.81;0.81;1.2;;42.6;;;;;;1.85;1.85;2.59;;25;1;1;1
LINESTRING (-76.981457 -12.047188,-76.980603 -12.047914,-76.979451 -12.0489,-76.978915 -12.049371,-76.97855 -12.049683,-76.978095 -12.050144,-76.97737 -12.050814,-76.976983 -12.051214);9330;0.66;1;0.66;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1180.26;;595.51;;902.07;0;0.5;0.5;0.8;;43.29;;;;;;1.13;1.13;1.59;;25;1;1;1
LINESTRING (-76.981534 -12.047354,-76.983752 -12.045417,-76.985382 -12.043967,-76.986114 -12.043324,-76.986502 -12.04284);9331;0.74;0;0.74;5;;1 De Mayo;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;31.78;230.79;31.12;141.97;31.14;197.07;1.77;1.77;1.77;1.78;24.99;24.7;11.06;11.06;;;1.26;1.26;2.21;2.21;20;1;1;1
LINESTRING (-76.981534 -12.047354,-76.981457 -12.047188);9332;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.3;0.3;;;;;0.3;0.3;;;0.03;0.03;0.06;0.06;;1;1;1
LINESTRING (-76.981457 -12.047188,-76.981259 -12.047003);9333;0.03;0;0.03;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.45;0.45;;;;;0.45;0.45;;;0.05;0.05;0.09;0.09;;1;1;1
LINESTRING (-76.981259 -12.047003,-76.981177 -12.04688);9334;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.24;0.24;;;;;0.24;0.24;;;0.03;0.03;0.05;0.05;;1;1;1
LINESTRING (-76.976781 -12.051104,-76.977011 -12.050851,-76.977236 -12.0506,-76.97747 -12.050367,-76.977726 -12.050134,-76.978132 -12.049768,-76.979469 -12.04857,-76.980652 -12.047535,-76.981259 -12.047003);9335;0.67;1;0.67;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1030.07;;569.55;;803.92;0;0.5;0.5;0.77;;42.72;;;;;;1.14;1.14;1.6;;25;1;1;1
LINESTRING (-76.976983 -12.051214,-76.976737 -12.051531,-76.976563 -12.051756,-76.976381 -12.052018,-76.976095 -12.052503,-76.975896 -12.052897,-76.975754 -12.05321,-76.975406 -12.054022);9336;0.36;1;0.36;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1105.85;;579.49;;902.07;0;0.27;0.27;0.43;;42.87;;;;;;0.61;0.61;0.86;;25;1;1;1
LINESTRING (-76.977172 -12.051289,-76.977718 -12.050726,-76.978276 -12.050213,-76.978528 -12.049966,-76.979207 -12.049353,-76.98022 -12.048464,-76.981534 -12.047354);9337;0.64;0;0.64;5;;1 De Mayo;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;802.64;;197.07;31.14;197.07;1.55;1.55;1.55;2.2;25;24.66;9.67;9.67;;;1.11;1.11;1.93;2.2;20;1;1;1
LINESTRING (-76.976627 -12.051019,-76.976781 -12.051104);9338;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.29;0.29;;;;;0.29;0.29;;;0.03;0.03;0.06;0.06;;1;1;1
LINESTRING (-76.976781 -12.051104,-76.976983 -12.051214);9339;0.03;0;0.03;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.38;0.38;;;;;0.38;0.38;;;0.04;0.04;0.08;0.08;;1;1;1
LINESTRING (-76.976983 -12.051214,-76.977172 -12.051289);9340;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.33;0.33;;;;;0.33;0.33;;;0.04;0.04;0.07;0.07;;1;1;1
LINESTRING (-76.9997 -12.029674,-77.000192 -12.029859);9341;0.06;1;0.06;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;287.01;;150.88;;255.34;0;0.04;0.04;0.08;;47.21;;;;;;0.1;0.1;0.14;;25;1;1;1
LINESTRING (-76.999672 -12.029813,-76.998713 -12.029453,-76.998369 -12.02935,-76.997903 -12.029238,-76.997502 -12.029164,-76.997226 -12.029146,-76.996923 -12.029142,-76.996753 -12.029146,-76.996605 -12.029168);9342;0.35;1;0.35;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;504.85;;198.54;;384.39;0;0.26;0.26;0.38;;58.18;;;;;;0.59;0.59;0.83;;25;1;1;1
LINESTRING (-77.000192 -12.029859,-77.004356 -12.031449);9343;0.49;1;0.49;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;290.66;;153.18;;255.34;0;0.36;0.36;0.71;;47.24;;;;;;0.83;0.83;1.17;;25;1;1;1
LINESTRING (-77.000122 -12.030008,-76.999672 -12.029813);9344;0.05;1;0.05;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;546.1;;225.09;;384.39;0;0.04;0.04;0.06;;58.14;;;;;;0.09;0.09;0.13;;25;1;1;1
LINESTRING (-77.000122 -12.030008,-76.999763 -12.030185);9345;0.04;0;0.04;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.66;0.66;;;;;0.66;0.66;;;0.07;0.07;0.13;0.13;;1;1;1
LINESTRING (-77.000192 -12.029859,-77.00033 -12.029513);9346;0.04;0;0.04;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.62;0.62;;;;;0.62;0.62;;;0.07;0.07;0.12;0.12;;1;1;1
LINESTRING (-76.999779 -12.029305,-76.9997 -12.029674);9347;0.04;0;0.04;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.63;0.63;;;;;0.63;0.63;;;0.07;0.07;0.13;0.13;;1;1;1
LINESTRING (-76.999672 -12.029813,-76.999763 -12.030185);9348;0.04;0;0.04;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.63;0.63;;;;;0.63;0.63;;;0.07;0.07;0.13;0.13;;1;1;1
LINESTRING (-77.02369 -12.043175,-77.024422 -12.043246);9349;0.08;1;0.08;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1040.63;;656.08;;1030.03;0;0.06;0.06;0.08;;53.59;;;;;;0.14;0.14;0.19;;25;1;1;1
LINESTRING (-77.023725 -12.043314,-77.023146 -12.043242,-77.022212 -12.043);9350;0.17;1;0.17;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1510.69;;908.43;;1146.61;0;0.13;0.13;0.2;;46.64;;;;;;0.29;0.29;0.4;;25;1;1;1
LINESTRING (-77.02369 -12.043175,-77.022926 -12.042723);9351;0.1;0;0.1;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;24.34;24.34;1.46;1.46;;;;;1.46;1.46;;;0.17;0.17;0.29;0.29;;1;1;1
LINESTRING (-77.02369 -12.043175,-77.023725 -12.043314);9352;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;14.33;14.33;0.24;0.24;;;;;0.24;0.24;;;0.03;0.03;0.05;0.05;;1;1;1
LINESTRING (-77.030901 -12.042322,-77.031087 -12.042237,-77.031144 -12.042201);9353;0.03;1;0.03;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1033.1;;651.96;;1030.03;0;0.02;0.02;0.02;;75.32;;;;;;0.05;0.05;0.07;;25;1;1;1
LINESTRING (-77.030532 -12.042631,-77.029889 -12.042879,-77.029562 -12.043006,-77.029344 -12.04307,-77.029036 -12.043143,-77.028757 -12.043192,-77.028467 -12.043217,-77.028068 -12.04324,-77.024521 -12.043327,-77.024174 -12.043337,-77.023725 -12.043314);9354;0.75;1;0.75;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1481.84;;889.2;;1146.61;0;0.56;0.56;0.86;;46.55;;;;;;1.29;1.29;1.8;;25;1;1;1
LINESTRING (-77.030901 -12.042322,-77.030685 -12.042345,-77.030415 -12.042454,-77.030105 -12.042569,-77.029615 -12.042723);9355;0.15;0;0.15;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;2.21;2.21;;;;;2.21;2.21;;;0.25;0.25;0.44;0.44;;1;1;1
LINESTRING (-77.030532 -12.042631,-77.029771 -12.04366);9356;0.14;0;0.14;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;2.11;2.11;;;;;2.11;2.11;;;0.24;0.24;0.42;0.42;;1;1;1
LINESTRING (-77.029771 -12.04366,-77.029883 -12.044147);9357;0.06;-1;0.06;5;;Jr. Trujillo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.13;0.13;;0.13;;25;0.83;0.83;;;0.09;0.09;;0.17;20;1;1;1
LINESTRING (-76.971105 -12.062994,-76.970707 -12.062827,-76.969237 -12.06237);9358;0.21;0;0.21;5;;Luis Galvani;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.52;0.52;0.52;0.52;25;25;3.22;3.22;;;0.37;0.37;0.64;0.64;20;1;1;1
LINESTRING (-76.969237 -12.06237,-76.969716 -12.066967);9359;0.51;0;0.51;5;;Los Castillos;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.23;1.23;1.23;1.23;25;25;7.67;7.67;;;0.88;0.88;1.53;1.53;20;1;1;1
LINESTRING (-76.969716 -12.066967,-76.967777 -12.065702);9360;0.25;0;0.25;1;;Separadora Industrial;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;;;;;0;0;0.34;0.34;0.37;0.35;24.14;33.32;3.8;3.8;;;0.43;0.43;0.61;0.61;25;1;1;1
LINESTRING (-76.971443 -12.06314,-76.971263 -12.064293,-76.971359 -12.065537,-76.971614 -12.066945,-76.971704 -12.067288,-76.972417 -12.069545,-76.973816 -12.072616,-76.973781 -12.072877);9361;1.13;1;1.13;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;871.1;;462.37;;708.53;0;0.85;0.85;1.41;;50.14;;;;;;1.93;1.93;2.71;;25;1;1;1
LINESTRING (-76.97126 -12.063073,-76.971438 -12.062007,-76.971966 -12.061002,-76.973171 -12.058448);9362;0.56;1;0.56;4;;Via De Evitamiento;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;776.47;;469.66;;597.62;0;0.42;0.42;0.48;;54.17;;;;;;0.95;0.95;1.33;;25;1;1;1
LINESTRING (-76.971105 -12.062994,-76.97126 -12.063073);9363;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.29;0.29;;;;;0.29;0.29;;;0.03;0.03;0.06;0.06;;1;1;1
LINESTRING (-76.97126 -12.063073,-76.971443 -12.06314);9364;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.32;0.32;;;;;0.32;0.32;;;0.04;0.04;0.06;0.06;;1;1;1
LINESTRING (-76.971443 -12.06314,-76.97156 -12.063192);9365;0.01;0;0.01;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.21;0.21;;;;;0.21;0.21;;;0.02;0.02;0.04;0.04;;1;1;1
LINESTRING (-76.98137 -12.088454,-76.981289 -12.088445);9366;0.01;0;0.01;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.13;0.13;;;;;0.13;0.13;;;0.02;0.02;0.03;0.03;;1;1;1
LINESTRING (-76.978322 -12.110104,-76.978175 -12.111106);9367;0.11;1;0.11;4;;Panamericana Sur;4;4;1800;1800;80;80;1;1;4.25;4.25;7200;7200;1955.23;;1106.59;;1450.57;0;0.08;0.08;0.13;;41.15;;;;;;0.19;0.19;0.27;;25;1;1;1
LINESTRING (-76.978064 -12.110409,-76.978232 -12.1094);9368;0.11;1;0.11;4;;;4;4;1800;1800;80;80;1;1;4.25;4.25;7200;7200;1121.1;;785.55;;1060.95;0;0.08;0.08;0.16;;36.45;;;;;;0.19;0.19;0.27;;25;1;1;1
LINESTRING (-76.978322 -12.110104,-76.978821 -12.11021);9369;0.06;0;0.06;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.83;0.83;;;;;0.83;0.83;;;0.1;0.1;0.17;0.17;;1;1;1
LINESTRING (-76.978322 -12.110104,-76.978812 -12.110306);9370;0.06;0;0.06;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.87;0.87;;;;;0.87;0.87;;;0.1;0.1;0.17;0.17;;1;1;1
LINESTRING (-76.978064 -12.110409,-76.977424 -12.110079);9371;0.08;0;0.08;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.18;1.18;;;;;1.18;1.18;;;0.13;0.13;0.24;0.24;;1;1;1
LINESTRING (-76.978064 -12.110409,-76.977389 -12.110241);9372;0.08;0;0.08;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.14;1.14;;;;;1.14;1.14;;;0.13;0.13;0.23;0.23;;1;1;1
LINESTRING (-77.019113 -12.090385,-77.018939 -12.090247);9373;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.36;0.36;;;;;0.36;0.36;;;0.04;0.04;0.07;0.07;;1;1;1
LINESTRING (-77.016469 -12.04005,-77.017433 -12.040608);10725;0.12;1;0.12;4;;;3;3;1800;1800;80;80;1;1;4.25;4.25;5400;5400;1036.19;;697.71;;1163.31;0;0.09;0.09;0.13;;59.21;;;;;;0.21;0.21;0.29;;25;1;1;1
LINESTRING (-77.016469 -12.04005,-77.016391 -12.040173);10726;0.02;0;0.02;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.24;0.24;;;;;0.24;0.24;;;0.03;0.03;0.05;0.05;;1;1;1
LINESTRING (-77.019264 -12.041152,-77.019301 -12.041138,-77.019393 -12.041091,-77.019492 -12.041057,-77.019533 -12.041041,-77.019596 -12.041024);10727;0.04;1;0.04;5;;Salida De Via De Evitamiento;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;22.57;;20.14;;30.12;0;0.09;0.09;0.09;;25;;0.58;0.58;;;0.07;0.07;0.12;;20;1;1;1
LINESTRING (-76.973356 -12.083768,-76.979743 -12.084625);9377;0.7;1;0.7;3;;Javier Prado Este;3;3;1800;1800;60;60;1;1;3.81;3.81;5400;5400;721.37;;442.8;;670.15;0;0.7;0.7;0.93;;28.07;;10.53;10.53;;;1.2;1.2;1.68;;25;1;1;1
LINESTRING (-76.973356 -12.083768,-76.97332 -12.083891);9378;0.01;0;0.01;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.21;0.21;;;;;0.21;0.21;;;0.02;0.02;0.04;0.04;;1;1;1
LINESTRING (-77.033505 -12.040572,-77.034872 -12.042587);9379;0.27;0;0.27;1;;Puente Santa Rosa;3;3;1200;1200;30;30;0.5;0.5;3.7;3.7;3600;3600;1585.39;856.04;1123.87;600.9;1374.76;835.51;0.54;0.54;1.24;0.54;12.33;29.88;4.02;4.02;;;0.46;0.46;1.24;0.64;25;1;1;1
LINESTRING (-77.033852 -12.040755,-77.034176 -12.0406,-77.03447 -12.040474,-77.034765 -12.040358,-77.035225 -12.040161,-77.035516 -12.040052,-77.035944 -12.039848);9380;0.25;1;0.25;5;;Via De Evitamiento (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;520.62;;306.08;;493.22;0;0.6;0.6;0.6;;24.77;;3.74;3.74;;;0.43;0.43;0.75;;20;1;1;1
LINESTRING (-77.033714 -12.041135,-77.033379 -12.041868,-77.032599 -12.042785);9381;0.22;0;0.22;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;3.32;3.32;;;;;3.32;3.32;;;0.38;0.38;0.66;0.66;;1;1;1
LINESTRING (-77.033205 -12.043617,-77.033642 -12.043347);9382;0.06;1;0.06;5;;Conde De Superunda;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.13;0.13;0.13;;25;;0.84;0.84;;;0.1;0.1;0.17;;20;1;1;1
LINESTRING (-77.032599 -12.042785,-77.033205 -12.043617);9383;0.11;1;0.11;5;;Santo Domingo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.27;0.27;0.27;;25;;1.7;1.7;;;0.19;0.19;0.34;;20;1;1;1
LINESTRING (-77.033 -12.039742,-77.033069 -12.039735,-77.03313 -12.039739,-77.033166 -12.039792,-77.033263 -12.039932,-77.03336 -12.04008,-77.03359 -12.040389,-77.033791 -12.040656,-77.033852 -12.040755);9384;0.15;1;0.15;5;;Acceso Evitamiento;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.36;0.36;0.36;;25;;2.27;2.27;;;0.26;0.26;0.45;;20;1;1;1
LINESTRING (-77.068857 -12.072277,-77.067653 -12.072415,-77.067236 -12.072447,-77.066497 -12.072447,-77.065876 -12.072415,-77.064826 -12.072258,-77.064013 -12.072143,-77.061547 -12.071633);9385;0.81;0;0.81;2;;Simon Bolivar;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;415.07;597.74;258.67;346.78;410.61;460.75;1.07;1.07;1.18;1.08;29.06;29.96;12.08;12.08;;;1.38;1.38;1.93;1.93;25;1;1;1
LINESTRING (-77.068183 -12.075606,-77.068857 -12.072277);9386;0.38;0;0.55;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.75;0.75;0.75;0.75;4;4;5.63;5.63;;;;;;;;1;1;1
LINESTRING (-76.980405 -12.08457,-76.979743 -12.084625);9388;0.07;0;0.08;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.16;1.16;;;;;1.16;1.16;;;0.13;0.13;0.23;0.23;;1;1;1
LINESTRING (-76.983881 -12.085493,-76.98379 -12.085444,-76.983843 -12.0852);9389;0.04;0;0.04;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.58;0.58;;;;;0.58;0.58;;;0.07;0.07;0.12;0.12;;1;1;1
LINESTRING (-76.983891 -12.084928,-76.98298 -12.084939);9390;0.1;0;0.1;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.49;1.49;;;;;1.49;1.49;;;0.17;0.17;0.3;0.3;;1;1;1
LINESTRING (-76.98298 -12.084939,-76.982391 -12.084651,-76.981927 -12.084263,-76.981425 -12.083782,-76.981291 -12.083801);9391;0.23;0;0.23;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;3.43;3.43;;;;;3.43;3.43;;;0.39;0.39;0.69;0.69;;1;1;1
LINESTRING (-76.983891 -12.084928,-76.984369 -12.084926);9392;0.05;0;0.05;30;100;ArcoPeaton;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.78;0.78;;;;;0.78;0.78;;;0.09;0.09;0.16;0.16;;1;1;1
